Areas,Cases,Incidence,Deaths,CFR,Mortality,Population,Year,Disease
Pattani,4,0.62,0,0.00,0.00,644897,2009,Leprosy
Satun,1,0.34,0,0.00,0.00,290755,2009,Leprosy
Songkhla,0,0.00,0,0.00,0.00,1339861,2009,Leprosy
Yala,1,0.21,0,0.00,0.00,477931,2009,Leprosy
North-Eastern Region,156,0.73,0,0.00,0.00,21469269,2009,Leprosy
Zone:10,21,0.59,0,0.00,0.00,3564168,2009,Leprosy
Loei,2,0.32,0,0.00,0.00,619602,2009,Leprosy
Nong Bua Lam Phu,0,0.00,0,0.00,0.00,500217,2009,Leprosy
Nong Khai,3,0.33,0,0.00,0.00,907064,2009,Leprosy
Udon Thani,16,1.04,0,0.00,0.00,1537285,2009,Leprosy
Zone:11,3,0.14,0,0.00,0.00,2155042,2009,Leprosy
Mukdahan,0,0.00,0,0.00,0.00,337773,2009,Leprosy
Nakhon Phanom,3,0.43,0,0.00,0.00,700027,2009,Leprosy
Sakon Nakhon,0,0.00,0,0.00,0.00,1117242,2009,Leprosy
Zone:12,20,0.40,0,0.00,0.00,4984201,2009,Leprosy
Kalasin,6,0.61,0,0.00,0.00,979371,2009,Leprosy
Khon Kaen,10,0.57,0,0.00,0.00,1759172,2009,Leprosy
Maha Sarakham,0,0.00,0,0.00,0.00,937972,2009,Leprosy
Roi Et,4,0.31,0,0.00,0.00,1307686,2009,Leprosy
Zone:13,68,1.64,0,0.00,0.00,4152834,2009,Leprosy
Amnat Charoen,6,1.62,0,0.00,0.00,370141,2009,Leprosy
Si Sa Ket,45,3.12,0,0.00,0.00,1443879,2009,Leprosy
Ubon Ratchathani,8,0.44,0,0.00,0.00,1799604,2009,Leprosy
Yasothon,9,1.67,0,0.00,0.00,539210,2009,Leprosy
Zone:14,44,0.67,0,0.00,0.00,6613024,2009,Leprosy
Buri Ram,20,1.30,0,0.00,0.00,1544218,2009,Leprosy
Chaiyaphum,7,0.62,0,0.00,0.00,1123907,2009,Leprosy
Nakhon Ratchasima,13,0.51,0,0.00,0.00,2568205,2009,Leprosy
Surin,4,0.29,0,0.00,0.00,1376694,2009,Leprosy
North Region,81,0.69,0,0.00,0.00,11824449,2009,Leprosy
Zone:15,23,0.75,0,0.00,0.00,3069670,2009,Leprosy
Chiang Mai,14,0.85,0,0.00,0.00,1651433,2009,Leprosy
Lampang,1,0.13,0,0.00,0.00,766057,2009,Leprosy
Lamphun,0,0.00,0,0.00,0.00,404910,2009,Leprosy
Mae Hong Son,8,3.24,0,0.00,0.00,247270,2009,Leprosy
Zone:16,27,1.02,0,0.00,0.00,2636963,2009,Leprosy
Chiang Rai,21,1.73,0,0.00,0.00,1211126,2009,Leprosy
Nan,2,0.42,0,0.00,0.00,475799,2009,Leprosy
Phayao,3,0.62,0,0.00,0.00,487254,2009,Leprosy
Phrae,1,0.22,0,0.00,0.00,462784,2009,Leprosy
Zone:17,18,0.52,0,0.00,0.00,3436350,2009,Leprosy
Phetchabun,7,0.70,0,0.00,0.00,995679,2009,Leprosy
Phitsanulok,1,0.12,0,0.00,0.00,844779,2009,Leprosy
Sukhothai,1,0.17,0,0.00,0.00,603316,2009,Leprosy
Tak,9,1.70,0,0.00,0.00,528997,2009,Leprosy
Uttaradit,0,0.00,0,0.00,0.00,463579,2009,Leprosy
"Center of Epidemiological Information, Bureau of Epidemiology, Mininstry of Public Health",28/4/2553,,,,,,2009,Leprosy
"Number of cases ,deaths, morbidity rate ,mortality rate,case fatality rate , Thailand  2009(2552)",Leprosy,35,,,,,2009,Leprosy
Reporting  areas,cases,Morbidity rate,deaths,CFR(%),Mortality rate,จำนวน,2009,Leprosy
/100000  Pop.,/100000  pop.,ประชากร,,,,,2009,Leprosy
Zone:18,13,0.48,0,0.00,0.00,2681466,2009,Leprosy
Kamphaeng Phet,5,0.69,0,0.00,0.00,726530,2009,Leprosy
Nakhon Sawan,6,0.56,0,0.00,0.00,1073554,2009,Leprosy
Phichit,1,0.18,0,0.00,0.00,553653,2009,Leprosy
Uthai Thani,1,0.31,0,0.00,0.00,327729,2009,Leprosy
Total,227,0.35,0,0.00,0.00,64075986,2012,Leprosy
Central Region,9,0.04,0,0.00,0.00,21734984,2012,Leprosy
Zone:0,0,0.00,0,0.00,0.00,5674843,2012,Leprosy
Bangkok,0,0.00,0,0.00,0.00,5674843,2012,Leprosy
Zone:1,1,0.03,0,0.00,0.00,3541632,2012,Leprosy
Nonthaburi,1,0.09,0,0.00,0.00,1122627,2012,Leprosy
P.Nakhon S.Ayutthaya,0,0.00,0,0.00,0.00,787653,2012,Leprosy
Pathum Thani,0,0.00,0,0.00,0.00,1010898,2012,Leprosy
Saraburi,0,0.00,0,0.00,0.00,620454,2012,Leprosy
Zone:2,5,0.32,0,0.00,0.00,1587031,2012,Leprosy
Ang Thong,0,0.00,0,0.00,0.00,284061,2012,Leprosy
Chai Nat,1,0.30,0,0.00,0.00,333256,2012,Leprosy
Lop Buri,4,0.53,0,0.00,0.00,756127,2012,Leprosy
Sing Buri,0,0.00,0,0.00,0.00,213587,2012,Leprosy
Zone:3,2,0.06,0,0.00,0.00,3151672,2012,Leprosy
Chachoengsao,0,0.00,0,0.00,0.00,679370,2012,Leprosy
Nakhon Nayok,1,0.39,0,0.00,0.00,253831,2012,Leprosy
Prachin Buri,0,0.00,0,0.00,0.00,469652,2012,Leprosy
Sa Kaeo,1,0.18,0,0.00,0.00,545596,2012,Leprosy
Samut Prakan,0,0.00,0,0.00,0.00,1203223,2012,Leprosy
Zone:4,0,0.00,0,0.00,0.00,3392715,2012,Leprosy
Kanchanaburi,0,0.00,0,0.00,0.00,838914,2012,Leprosy
Nakhon Pathom,0,0.00,0,0.00,0.00,866064,2012,Leprosy
Ratchaburi,0,0.00,0,0.00,0.00,842684,2012,Leprosy
Suphan Buri,0,0.00,0,0.00,0.00,845053,2012,Leprosy
Zone:5,0,0.00,0,0.00,0.00,1671831,2012,Leprosy
Phetchaburi,0,0.00,0,0.00,0.00,466079,2012,Leprosy
Prachuap Khiri Khan,0,0.00,0,0.00,0.00,512568,2012,Leprosy
Samut Sakhon,0,0.00,0,0.00,0.00,499098,2012,Leprosy
Samut Songkhram,0,0.00,0,0.00,0.00,194086,2012,Leprosy
Zone:9,1,0.04,0,0.00,0.00,2715260,2012,Leprosy
Chanthaburi,0,0.00,0,0.00,0.00,516855,2012,Leprosy
Chon Buri,1,0.07,0,0.00,0.00,1338656,2012,Leprosy
Rayong,0,0.00,0,0.00,0.00,637736,2012,Leprosy
Trat,0,0.00,0,0.00,0.00,222013,2012,Leprosy
South Region,11,0.12,0,0.00,0.00,8971808,2012,Leprosy
Zone:6,2,0.06,0,0.00,0.00,3541333,2012,Leprosy
Chumphon,0,0.00,0,0.00,0.00,492182,2012,Leprosy
Nakhon Si Thammarat,0,0.00,0,0.00,0.00,1526071,2012,Leprosy
Phatthalung,0,0.00,0,0.00,0.00,511016,2012,Leprosy
Surat Thani,2,0.20,0,0.00,0.00,1012064,2012,Leprosy
Zone:7,0,0.00,0,0.00,0.00,1857374,2012,Leprosy
Krabi,0,0.00,0,0.00,0.00,438039,2012,Leprosy
Phangnga,0,0.00,0,0.00,0.00,254931,2012,Leprosy
Phuket,0,0.00,0,0.00,0.00,353847,2012,Leprosy
Ranong,0,0.00,0,0.00,0.00,183849,2012,Leprosy
Trang,0,0.00,0,0.00,0.00,626708,2012,Leprosy
"Center of Epidemiological Information, Bureau of Epidemiology, Mininstry of Public Health",8/2/2556,,,,,,2012,Leprosy
"Number of cases ,deaths, morbidity rate ,mortality rate,case fatality rate , Thailand  2012(2555)",Leprosy,35,,,,,2012,Leprosy
Reporting  areas,cases,Morbidity rate,deaths,CFR(%),Mortality rate,จำนวน,2012,Leprosy
/100000  Pop.,/100000  pop.,ประชากร,,,,,2012,Leprosy
Zone:8,9,0.25,0,0.00,0.00,3573101,2012,Leprosy
Narathiwat,6,0.80,0,0.00,0.00,747372,2012,Leprosy
Pattani,2,0.30,0,0.00,0.00,663485,2012,Leprosy
Satun,0,0.00,0,0.00,0.00,301467,2012,Leprosy
Songkhla,0,0.00,0,0.00,0.00,1367010,2012,Leprosy
Yala,1,0.20,0,0.00,0.00,493767,2012,Leprosy
North-Eastern Region,157,0.73,0,0.00,0.00,21585883,2012,Leprosy
Zone:10,11,0.31,0,0.00,0.00,3593082,2012,Leprosy
Bungkan,1,0.25,0,0.00,0.00,407634,2012,Leprosy
Loei,1,0.16,0,0.00,0.00,624920,2012,Leprosy
Nong Bua Lam Phu,0,0.00,0,0.00,0.00,502551,2012,Leprosy
Nong Khai,3,0.59,0,0.00,0.00,509870,2012,Leprosy
Udon Thani,6,0.39,0,0.00,0.00,1548107,2012,Leprosy
Zone:11,2,0.09,0,0.00,0.00,2168700,2012,Leprosy
Mukdahan,0,0.00,0,0.00,0.00,340581,2012,Leprosy
Nakhon Phanom,1,0.14,0,0.00,0.00,704768,2012,Leprosy
Sakon Nakhon,1,0.09,0,0.00,0.00,1123351,2012,Leprosy
Zone:12,104,2.08,0,0.00,0.00,4992515,2012,Leprosy
Kalasin,6,0.61,0,0.00,0.00,981655,2012,Leprosy
Khon Kaen,92,5.21,0,0.00,0.00,1766066,2012,Leprosy
Maha Sarakham,6,0.64,0,0.00,0.00,939736,2012,Leprosy
Roi Et,0,0.00,0,0.00,0.00,1305058,2012,Leprosy
Zone:13,19,0.45,0,0.00,0.00,4179354,2012,Leprosy
Amnat Charoen,1,0.27,0,0.00,0.00,372241,2012,Leprosy
Si Sa Ket,17,1.17,0,0.00,0.00,1452203,2012,Leprosy
Ubon Ratchathani,1,0.06,0,0.00,0.00,1816057,2012,Leprosy
Yasothon,0,0.00,0,0.00,0.00,538853,2012,Leprosy
Zone:14,21,0.32,0,0.00,0.00,6652232,2012,Leprosy
Buri Ram,8,0.51,0,0.00,0.00,1559085,2012,Leprosy
Chaiyaphum,0,0.00,0,0.00,0.00,1127423,2012,Leprosy
Nakhon Ratchasima,9,0.35,0,0.00,0.00,2585325,2012,Leprosy
Surin,4,0.29,0,0.00,0.00,1380399,2012,Leprosy
North Region,50,0.42,0,0.00,0.00,11783311,2012,Leprosy
Zone:15,32,1.05,0,0.00,0.00,3051678,2012,Leprosy
Chiang Mai,22,1.34,0,0.00,0.00,1646144,2012,Leprosy
Lampang,3,0.40,0,0.00,0.00,757534,2012,Leprosy
Lamphun,0,0.00,0,0.00,0.00,403952,2012,Leprosy
Mae Hong Son,7,2.87,0,0.00,0.00,244048,2012,Leprosy
Zone:16,1,0.04,0,0.00,0.00,2620490,2012,Leprosy
Chiang Rai,0,0.00,0,0.00,0.00,1198656,2012,Leprosy
Nan,1,0.21,0,0.00,0.00,476612,2012,Leprosy
Phayao,0,0.00,0,0.00,0.00,486472,2012,Leprosy
Phrae,0,0.00,0,0.00,0.00,458750,2012,Leprosy
Zone:17,9,0.26,0,0.00,0.00,3435726,2012,Leprosy
Phetchabun,2,0.20,0,0.00,0.00,990807,2012,Leprosy
Phitsanulok,1,0.12,0,0.00,0.00,851357,2012,Leprosy
Sukhothai,0,0.00,0,0.00,0.00,601504,2012,Leprosy
Tak,5,0.94,0,0.00,0.00,531018,2012,Leprosy
Uttaradit,1,0.22,0,0.00,0.00,461040,2012,Leprosy
"Center of Epidemiological Information, Bureau of Epidemiology, Mininstry of Public Health",8/2/2556,,,,,,2012,Leprosy
"Number of cases ,deaths, morbidity rate ,mortality rate,case fatality rate , Thailand  2012(2555)",Leprosy,35,,,,,2012,Leprosy
Reporting  areas,cases,Morbidity rate,deaths,CFR(%),Mortality rate,จำนวน,2012,Leprosy
/100000  Pop.,/100000  pop.,ประชากร,,,,,2012,Leprosy
Zone:18,8,0.30,0,0.00,0.00,2675417,2012,Leprosy
Kamphaeng Phet,2,0.28,0,0.00,0.00,726009,2012,Leprosy
Nakhon Sawan,3,0.28,0,0.00,0.00,1071686,2012,Leprosy
Phichit,0,0.00,0,0.00,0.00,549688,2012,Leprosy
Uthai Thani,3,0.91,0,0.00,0.00,328034,2012,Leprosy
Total,545,0.87,0,0.00,0.00,62526710,2004,Leprosy
North Region,82,0.69,0,0.00,0.00,11965439,2004,Leprosy
Zone:1,56,0.98,0,0.00,0.00,5720315,2004,Leprosy
Chiang Mai,27,1.67,0,0.00,0.00,1616995,2004,Leprosy
Chiang Rai,11,0.91,0,0.00,0.00,1214659,2004,Leprosy
Lampang,7,0.89,0,0.00,0.00,788071,2004,Leprosy
Lamphun,0,0.00,0,0.00,0.00,406911,2004,Leprosy
Mae Hong Son,10,4.15,0,0.00,0.00,240988,2004,Leprosy
Nan,0,0.00,0,0.00,0.00,479968,2004,Leprosy
Phayao,1,0.20,0,0.00,0.00,494926,2004,Leprosy
Phrae,0,0.00,0,0.00,0.00,477797,2004,Leprosy
Zone:2,19,0.55,0,0.00,0.00,3480797,2004,Leprosy
Phetchabun,8,0.78,0,0.00,0.00,1026733,2004,Leprosy
Phitsanulok,3,0.35,0,0.00,0.00,854440,2004,Leprosy
Sukhothai,1,0.16,0,0.00,0.00,616536,2004,Leprosy
Tak,7,1.38,0,0.00,0.00,507296,2004,Leprosy
Uttaradit,0,0.00,0,0.00,0.00,475792,2004,Leprosy
Zone:3,7,0.25,0,0.00,0.00,2764327,2004,Leprosy
Kamphaeng Phet,6,0.80,0,0.00,0.00,750331,2004,Leprosy
Nakhon Sawan,0,0.00,0,0.00,0.00,1102099,2004,Leprosy
Phichit,1,0.17,0,0.00,0.00,579155,2004,Leprosy
Uthai Thani,0,0.00,0,0.00,0.00,332742,2004,Leprosy
Central Region,103,0.50,0,0.00,0.00,20631429,2004,Leprosy
Bangkok,18,0.31,0,0.00,0.00,5739370,2004,Leprosy
Zone:4,4,0.15,0,0.00,0.00,2721016,2004,Leprosy
Ang Thong,0,0.00,0,0.00,0.00,286896,2004,Leprosy
Nonthaburi,1,0.11,0,0.00,0.00,933591,2004,Leprosy
P.Nakhon S.Ayutthaya,0,0.00,0,0.00,0.00,745828,2004,Leprosy
Pathum Thani,3,0.40,0,0.00,0.00,754701,2004,Leprosy
Zone:5,19,0.98,0,0.00,0.00,1936502,2004,Leprosy
Chai Nat,0,0.00,0,0.00,0.00,345355,2004,Leprosy
Lop Buri,16,2.11,0,0.00,0.00,759000,2004,Leprosy
Saraburi,3,0.49,0,0.00,0.00,610722,2004,Leprosy
Sing Buri,0,0.00,0,0.00,0.00,221425,2004,Leprosy
Zone:6,9,0.27,0,0.00,0.00,3287786,2004,Leprosy
Kanchanaburi,1,0.12,0,0.00,0.00,803802,2004,Leprosy
Nakhon Pathom,2,0.25,0,0.00,0.00,805210,2004,Leprosy
Ratchaburi,3,0.36,0,0.00,0.00,824406,2004,Leprosy
Suphan Buri,3,0.35,0,0.00,0.00,854368,2004,Leprosy
Zone:7,4,0.25,0,0.00,0.00,1587519,2004,Leprosy
Phetchaburi,3,0.66,0,0.00,0.00,456384,2004,Leprosy
Prachuap Khiri Khan,1,0.21,0,0.00,0.00,486084,2004,Leprosy
Samut Sakhon,0,0.00,0,0.00,0.00,445443,2004,Leprosy
Samut Songkhram,0,0.00,0,0.00,0.00,199608,2004,Leprosy
Zone:8,17,0.58,0,0.00,0.00,2934598,2004,Leprosy
Chachoengsao,0,0.00,0,0.00,0.00,647967,2004,Leprosy
Nakhon Nayok,3,1.20,0,0.00,0.00,250235,2004,Leprosy
Prachin Buri,7,1.56,0,0.00,0.00,449940,2004,Leprosy
Sa Kaeo,7,1.30,0,0.00,0.00,538823,2004,Leprosy
Samut Prakan,0,0.00,0,0.00,0.00,1047633,2004,Leprosy
"Center of Epidemiological Information, Bureau of Epidemiology, Mininstry of Public Health",31/5/2548,,,,,,2004,Leprosy
"Number of cases ,deaths, morbidity rate ,mortality rate,case fatality rate , Thailand  2004(2547)",Leprosy,35,,,,,2004,Leprosy
Reporting  areas,cases,Morbidity rate,deaths,CFR(%),Mortality rate,จำนวน,2004,Leprosy
/100000  Pop.,/100000  pop.,ประชากร,,,,,2004,Leprosy
Zone:9,32,1.32,0,0.00,0.00,2424638,2004,Leprosy
Chanthaburi,18,3.58,0,0.00,0.00,502794,2004,Leprosy
Chon Buri,4,0.35,0,0.00,0.00,1150048,2004,Leprosy
Rayong,9,1.64,0,0.00,0.00,550310,2004,Leprosy
Trat,1,0.45,0,0.00,0.00,221486,2004,Leprosy
North-Eastern Region,302,1.41,0,0.00,0.00,21463567,2004,Leprosy
Zone:10,30,0.85,0,0.00,0.00,3549364,2004,Leprosy
Loei,0,0.00,0,0.00,0.00,617280,2004,Leprosy
Nong Bua Lam Phu,17,3.42,0,0.00,0.00,497298,2004,Leprosy
Nong Khai,3,0.33,0,0.00,0.00,904499,2004,Leprosy
Udon Thani,10,0.65,0,0.00,0.00,1530287,2004,Leprosy
Zone:11,22,0.70,0,0.00,0.00,3127236,2004,Leprosy
Kalasin,4,0.41,0,0.00,0.00,982947,2004,Leprosy
Mukdahan,2,0.60,0,0.00,0.00,335819,2004,Leprosy
Nakhon Phanom,3,0.43,0,0.00,0.00,700800,2004,Leprosy
Sakon Nakhon,13,1.17,0,0.00,0.00,1107670,2004,Leprosy
Zone:12,34,0.85,0,0.00,0.00,4012215,2004,Leprosy
Khon Kaen,16,0.91,0,0.00,0.00,1756177,2004,Leprosy
Maha Sarakham,10,1.06,0,0.00,0.00,939718,2004,Leprosy
Roi Et,8,0.61,0,0.00,0.00,1316320,2004,Leprosy
Zone:13,120,1.81,0,0.00,0.00,6621384,2004,Leprosy
Buri Ram,45,2.92,0,0.00,0.00,1539135,2004,Leprosy
Chaiyaphum,19,1.68,0,0.00,0.00,1128031,2004,Leprosy
Nakhon Ratchasima,33,1.29,0,0.00,0.00,2565197,2004,Leprosy
Surin,23,1.66,0,0.00,0.00,1389021,2004,Leprosy
Zone:14,96,2.31,0,0.00,0.00,4153368,2004,Leprosy
Amnat Charoen,7,1.90,0,0.00,0.00,369071,2004,Leprosy
Si Sa Ket,60,4.13,0,0.00,0.00,1452971,2004,Leprosy
Ubon Ratchathani,18,1.01,0,0.00,0.00,1784192,2004,Leprosy
Yasothon,11,2.01,0,0.00,0.00,547134,2004,Leprosy
South Region,58,0.69,0,0.00,0.00,8466275,2004,Leprosy
Zone:15,5,0.32,0,0.00,0.00,1581379,2004,Leprosy
Chumphon,2,0.42,0,0.00,0.00,474592,2004,Leprosy
Ranong,0,0.00,0,0.00,0.00,169904,2004,Leprosy
Surat Thani,3,0.32,0,0.00,0.00,936883,2004,Leprosy
Zone:16,4,0.15,0,0.00,0.00,2619221,2004,Leprosy
Nakhon Si Thammarat,1,0.07,0,0.00,0.00,1515708,2004,Leprosy
Phatthalung,1,0.20,0,0.00,0.00,501447,2004,Leprosy
Trang,2,0.33,0,0.00,0.00,602066,2004,Leprosy
Zone:17,3,0.33,0,0.00,0.00,908170,2004,Leprosy
Krabi,1,0.26,0,0.00,0.00,386084,2004,Leprosy
Phangnga,0,0.00,0,0.00,0.00,239895,2004,Leprosy
Phuket,2,0.71,0,0.00,0.00,282191,2004,Leprosy
Zone:18,38,2.12,0,0.00,0.00,1795905,2004,Leprosy
Narathiwat,11,1.57,0,0.00,0.00,701008,2004,Leprosy
Pattani,24,3.80,0,0.00,0.00,632240,2004,Leprosy
Yala,3,0.65,0,0.00,0.00,462657,2004,Leprosy
Zone:19,8,0.51,0,0.00,0.00,1561600,2004,Leprosy
Satun,2,0.73,0,0.00,0.00,273624,2004,Leprosy
Songkhla,6,0.47,0,0.00,0.00,1287976,2004,Leprosy
Total,304,0.48,1,0.33,0.00,63977185,2011,Leprosy
Central Region,41,0.19,0,0.00,0.00,21679246,2011,Leprosy
Zone:0,4,0.07,0,0.00,0.00,5688119,2011,Leprosy
Bangkok,4,0.07,0,0.00,0.00,5688119,2011,Leprosy
Zone:1,2,0.06,0,0.00,0.00,3514250,2011,Leprosy
Nonthaburi,0,0.00,0,0.00,0.00,1112185,2011,Leprosy
P.Nakhon S.Ayutthaya,0,0.00,0,0.00,0.00,784875,2011,Leprosy
Pathum Thani,0,0.00,0,0.00,0.00,998271,2011,Leprosy
Saraburi,2,0.32,0,0.00,0.00,618919,2011,Leprosy
Zone:2,1,0.06,0,0.00,0.00,1588727,2011,Leprosy
Ang Thong,0,0.00,0,0.00,0.00,284516,2011,Leprosy
Chai Nat,1,0.30,0,0.00,0.00,334096,2011,Leprosy
Lop Buri,0,0.00,0,0.00,0.00,755991,2011,Leprosy
Sing Buri,0,0.00,0,0.00,0.00,214124,2011,Leprosy
Zone:3,14,0.45,0,0.00,0.00,3137098,2011,Leprosy
Chachoengsao,1,0.15,0,0.00,0.00,676652,2011,Leprosy
Nakhon Nayok,2,0.79,0,0.00,0.00,253283,2011,Leprosy
Prachin Buri,9,1.92,0,0.00,0.00,468113,2011,Leprosy
Sa Kaeo,2,0.37,0,0.00,0.00,544848,2011,Leprosy
Samut Prakan,0,0.00,0,0.00,0.00,1194202,2011,Leprosy
Zone:4,11,0.32,0,0.00,0.00,3388832,2011,Leprosy
Kanchanaburi,6,0.71,0,0.00,0.00,839345,2011,Leprosy
Nakhon Pathom,0,0.00,0,0.00,0.00,863155,2011,Leprosy
Ratchaburi,3,0.36,0,0.00,0.00,840880,2011,Leprosy
Suphan Buri,2,0.24,0,0.00,0.00,845452,2011,Leprosy
Zone:5,2,0.12,0,0.00,0.00,1665473,2011,Leprosy
Phetchaburi,1,0.22,0,0.00,0.00,465056,2011,Leprosy
Prachuap Khiri Khan,0,0.00,0,0.00,0.00,510852,2011,Leprosy
Samut Sakhon,1,0.20,0,0.00,0.00,495493,2011,Leprosy
Samut Songkhram,0,0.00,0,0.00,0.00,194072,2011,Leprosy
Zone:9,7,0.26,0,0.00,0.00,2696747,2011,Leprosy
Chanthaburi,4,0.78,0,0.00,0.00,515736,2011,Leprosy
Chon Buri,2,0.15,0,0.00,0.00,1327475,2011,Leprosy
Rayong,1,0.16,0,0.00,0.00,632069,2011,Leprosy
Trat,0,0.00,0,0.00,0.00,221467,2011,Leprosy
South Region,49,0.55,1,2.04,0.01,8932459,2011,Leprosy
Zone:6,12,0.34,1,8.33,0.03,3531913,2011,Leprosy
Chumphon,0,0.00,0,0.00,0.00,491073,2011,Leprosy
Nakhon Si Thammarat,0,0.00,0,0.00,0.00,1524317,2011,Leprosy
Phatthalung,0,0.00,0,0.00,0.00,510299,2011,Leprosy
Surat Thani,12,1.19,1,8.33,0.10,1006224,2011,Leprosy
Zone:7,12,0.65,0,0.00,0.00,1846999,2011,Leprosy
Krabi,4,0.92,0,0.00,0.00,435372,2011,Leprosy
Phangnga,2,0.79,0,0.00,0.00,254022,2011,Leprosy
Phuket,6,1.72,0,0.00,0.00,349457,2011,Leprosy
Ranong,0,0.00,0,0.00,0.00,183464,2011,Leprosy
Trang,0,0.00,0,0.00,0.00,624684,2011,Leprosy
"Center of Epidemiological Information, Bureau of Epidemiology, Mininstry of Public Health",23/5/2555,,,,,,2011,Leprosy
"Number of cases ,deaths, morbidity rate ,mortality rate,case fatality rate , Thailand  2011(2554)",Leprosy,35,,,,,2011,Leprosy
Reporting  areas,cases,Morbidity rate,deaths,CFR(%),Mortality rate,จำนวน,2011,Leprosy
/100000  Pop.,/100000  pop.,ประชากร,,,,,2011,Leprosy
Zone:8,25,0.70,0,0.00,0.00,3553547,2011,Leprosy
Narathiwat,12,1.62,0,0.00,0.00,742268,2011,Leprosy
Pattani,12,1.82,0,0.00,0.00,659373,2011,Leprosy
Satun,0,0.00,0,0.00,0.00,299315,2011,Leprosy
Songkhla,0,0.00,0,0.00,0.00,1362017,2011,Leprosy
Yala,1,0.20,0,0.00,0.00,490574,2011,Leprosy
North-Eastern Region,155,0.72,0,0.00,0.00,21579612,2011,Leprosy
Zone:10,11,0.31,0,0.00,0.00,3588872,2011,Leprosy
Bungkan,2,0.98,0,0.00,0.00,203818,2011,Leprosy
Loei,1,0.16,0,0.00,0.00,624493,2011,Leprosy
