Areas,Cases,Incidence,Deaths,CFR,Mortality,Population,Year,Disease
ZONE:07,64,1.27,0,0.00,0.00,5037074,2014,STDNSU
Kalasin,12,1.22,0,0.00,0.00,984468,2014,STDNSU
Khon Kaen,14,0.78,0,0.00,0.00,1785852,2014,STDNSU
Maha Sarakham,26,2.71,0,0.00,0.00,958116,2014,STDNSU
Roi Et,12,0.92,0,0.00,0.00,1308638,2014,STDNSU
ZONE:08,96,1.75,0,0.00,0.00,5490561,2014,STDNSU
Bungkan,10,2.40,0,0.00,0.00,417401,2014,STDNSU
Loei,20,3.16,0,0.00,0.00,633359,2014,STDNSU
Nakhon Phanom,15,2.11,0,0.00,0.00,712101,2014,STDNSU
Nong Bua Lam Phu,8,1.57,0,0.00,0.00,508001,2014,STDNSU
Nong Khai,15,2.91,0,0.00,0.00,516101,2014,STDNSU
Sakon Nakhon,7,0.62,0,0.00,0.00,1136466,2014,STDNSU
Udon Thani,21,1.34,0,0.00,0.00,1567132,2014,STDNSU
ZONE:09,144,2.14,0,0.00,0.00,6717984,2014,STDNSU
Buri Ram,41,2.60,0,0.00,0.00,1576343,2014,STDNSU
Chaiyaphum,7,0.62,0,0.00,0.00,1136386,2014,STDNSU
Nakhon Ratchasima,74,2.83,0,0.00,0.00,2615340,2014,STDNSU
Surin,22,1.58,0,0.00,0.00,1389915,2014,STDNSU
ZONE:10,102,2.23,0,0.00,0.00,4564711,2014,STDNSU
Amnat Charoen,1,0.27,0,0.00,0.00,375039,2014,STDNSU
Mukdahan,3,0.87,0,0.00,0.00,345159,2014,STDNSU
Si Sa Ket,39,2.66,0,0.00,0.00,1463620,2014,STDNSU
Ubon Ratchathani,50,2.72,0,0.00,0.00,1840596,2014,STDNSU
Yasothon,9,1.67,0,0.00,0.00,540297,2014,STDNSU
ZONE:11,145,3.34,0,0.00,0.00,4344513,2014,STDNSU
Chumphon,2,0.40,0,0.00,0.00,499435,2014,STDNSU
Krabi,21,4.63,0,0.00,0.00,453850,2014,STDNSU
Nakhon Si Thammarat,25,1.62,0,0.00,0.00,1544936,2014,STDNSU
Phangnga,5,1.92,0,0.00,0.00,260395,2014,STDNSU
Phuket,14,3.74,0,0.00,0.00,373943,2014,STDNSU
Ranong,16,9.09,0,0.00,0.00,175933,2014,STDNSU
Surat Thani,62,5.98,0,0.00,0.00,1036021,2014,STDNSU
ZONE:12,256,5.31,0,0.00,0.00,4825453,2014,STDNSU
Narathiwat,18,2.34,0,0.00,0.00,770472,2014,STDNSU
Pattani,4,0.59,0,0.00,0.00,682512,2014,STDNSU
Phatthalung,3,0.58,0,0.00,0.00,519220,2014,STDNSU
Satun,0,0.00,0,0.00,0.00,311233,2014,STDNSU
Songkhla,229,16.41,0,0.00,0.00,1395596,2014,STDNSU
Trang,2,0.31,0,0.00,0.00,637395,2014,STDNSU
Yala,0,0.00,0,0.00,0.00,509025,2014,STDNSU
Total,4669,7.47,0,0.00,0.00,62526710,2004,STDNSU
North Region,236,1.97,0,0.00,0.00,11965439,2004,STDNSU
Zone:1,132,2.31,0,0.00,0.00,5720315,2004,STDNSU
Chiang Mai,10,0.62,0,0.00,0.00,1616995,2004,STDNSU
Chiang Rai,54,4.45,0,0.00,0.00,1214659,2004,STDNSU
Lampang,25,3.17,0,0.00,0.00,788071,2004,STDNSU
Lamphun,2,0.49,0,0.00,0.00,406911,2004,STDNSU
Mae Hong Son,4,1.66,0,0.00,0.00,240988,2004,STDNSU
Nan,0,0.00,0,0.00,0.00,479968,2004,STDNSU
Phayao,37,7.48,0,0.00,0.00,494926,2004,STDNSU
Phrae,0,0.00,0,0.00,0.00,477797,2004,STDNSU
Zone:2,74,2.13,0,0.00,0.00,3480797,2004,STDNSU
Phetchabun,72,7.01,0,0.00,0.00,1026733,2004,STDNSU
Phitsanulok,0,0.00,0,0.00,0.00,854440,2004,STDNSU
Sukhothai,0,0.00,0,0.00,0.00,616536,2004,STDNSU
Tak,1,0.20,0,0.00,0.00,507296,2004,STDNSU
Uttaradit,1,0.21,0,0.00,0.00,475792,2004,STDNSU
Zone:3,30,1.09,0,0.00,0.00,2764327,2004,STDNSU
Kamphaeng Phet,6,0.80,0,0.00,0.00,750331,2004,STDNSU
Nakhon Sawan,5,0.45,0,0.00,0.00,1102099,2004,STDNSU
Phichit,5,0.86,0,0.00,0.00,579155,2004,STDNSU
Uthai Thani,14,4.21,0,0.00,0.00,332742,2004,STDNSU
Central Region,2108,10.22,0,0.00,0.00,20631429,2004,STDNSU
Bangkok,1340,23.35,0,0.00,0.00,5739370,2004,STDNSU
Zone:4,82,3.01,0,0.00,0.00,2721016,2004,STDNSU
Ang Thong,2,0.70,0,0.00,0.00,286896,2004,STDNSU
Nonthaburi,48,5.14,0,0.00,0.00,933591,2004,STDNSU
P.Nakhon S.Ayutthaya,18,2.41,0,0.00,0.00,745828,2004,STDNSU
Pathum Thani,14,1.86,0,0.00,0.00,754701,2004,STDNSU
Zone:5,15,0.77,0,0.00,0.00,1936502,2004,STDNSU
Chai Nat,0,0.00,0,0.00,0.00,345355,2004,STDNSU
Lop Buri,5,0.66,0,0.00,0.00,759000,2004,STDNSU
Saraburi,10,1.64,0,0.00,0.00,610722,2004,STDNSU
Sing Buri,0,0.00,0,0.00,0.00,221425,2004,STDNSU
Zone:6,100,3.04,0,0.00,0.00,3287786,2004,STDNSU
Kanchanaburi,0,0.00,0,0.00,0.00,803802,2004,STDNSU
Nakhon Pathom,88,10.93,0,0.00,0.00,805210,2004,STDNSU
Ratchaburi,10,1.21,0,0.00,0.00,824406,2004,STDNSU
Suphan Buri,2,0.23,0,0.00,0.00,854368,2004,STDNSU
Zone:7,17,1.07,0,0.00,0.00,1587519,2004,STDNSU
Phetchaburi,4,0.88,0,0.00,0.00,456384,2004,STDNSU
Prachuap Khiri Khan,3,0.62,0,0.00,0.00,486084,2004,STDNSU
Samut Sakhon,10,2.24,0,0.00,0.00,445443,2004,STDNSU
Samut Songkhram,0,0.00,0,0.00,0.00,199608,2004,STDNSU
Zone:8,133,4.53,0,0.00,0.00,2934598,2004,STDNSU
Chachoengsao,106,16.36,0,0.00,0.00,647967,2004,STDNSU
Nakhon Nayok,1,0.40,0,0.00,0.00,250235,2004,STDNSU
Prachin Buri,15,3.33,0,0.00,0.00,449940,2004,STDNSU
Sa Kaeo,4,0.74,0,0.00,0.00,538823,2004,STDNSU
Samut Prakan,7,0.67,0,0.00,0.00,1047633,2004,STDNSU
"Center of Epidemiological Information, Bureau of Epidemiology, Mininstry of Public Health",31/5/2548,,,,,,2004,STDNSU
"Number of cases ,deaths, morbidity rate ,mortality rate,case fatality rate , Thailand  2004(2547)",N.S.U. / V,39,,,,,2004,STDNSU
Reporting  areas,cases,Morbidity rate,deaths,CFR(%),Mortality rate,จำนวน,2004,STDNSU
/100000  Pop.,/100000  pop.,ประชากร,,,,,2004,STDNSU
Zone:9,421,17.36,0,0.00,0.00,2424638,2004,STDNSU
Chanthaburi,152,30.23,0,0.00,0.00,502794,2004,STDNSU
Chon Buri,59,5.13,0,0.00,0.00,1150048,2004,STDNSU
Rayong,171,31.07,0,0.00,0.00,550310,2004,STDNSU
Trat,39,17.61,0,0.00,0.00,221486,2004,STDNSU
North-Eastern Region,1806,8.41,0,0.00,0.00,21463567,2004,STDNSU
Zone:10,221,6.23,0,0.00,0.00,3549364,2004,STDNSU
Loei,12,1.94,0,0.00,0.00,617280,2004,STDNSU
Nong Bua Lam Phu,133,26.74,0,0.00,0.00,497298,2004,STDNSU
Nong Khai,64,7.08,0,0.00,0.00,904499,2004,STDNSU
Udon Thani,12,0.78,0,0.00,0.00,1530287,2004,STDNSU
Zone:11,182,5.82,0,0.00,0.00,3127236,2004,STDNSU
Kalasin,74,7.53,0,0.00,0.00,982947,2004,STDNSU
Mukdahan,2,0.60,0,0.00,0.00,335819,2004,STDNSU
Nakhon Phanom,4,0.57,0,0.00,0.00,700800,2004,STDNSU
Sakon Nakhon,102,9.21,0,0.00,0.00,1107670,2004,STDNSU
Zone:12,72,1.79,0,0.00,0.00,4012215,2004,STDNSU
Khon Kaen,59,3.36,0,0.00,0.00,1756177,2004,STDNSU
Maha Sarakham,2,0.21,0,0.00,0.00,939718,2004,STDNSU
Roi Et,11,0.84,0,0.00,0.00,1316320,2004,STDNSU
Zone:13,309,4.67,0,0.00,0.00,6621384,2004,STDNSU
Buri Ram,44,2.86,0,0.00,0.00,1539135,2004,STDNSU
Chaiyaphum,6,0.53,0,0.00,0.00,1128031,2004,STDNSU
Nakhon Ratchasima,4,0.16,0,0.00,0.00,2565197,2004,STDNSU
Surin,255,18.36,0,0.00,0.00,1389021,2004,STDNSU
Zone:14,1022,24.61,0,0.00,0.00,4153368,2004,STDNSU
Amnat Charoen,215,58.25,0,0.00,0.00,369071,2004,STDNSU
Si Sa Ket,180,12.39,0,0.00,0.00,1452971,2004,STDNSU
