disease,file_name,remote_url,remote_size,local_path,local_exists,local_size,tag,download_result
Filariasis,ac_Filariasis_52.rtf,http://doe1.moph.go.th/surdata/y52/ac_Filariasis_52.rtf,,Code/Data/GetData/Filariasis/ac_Filariasis_52.rtf,yes,79632,skip,
Filariasis,ac_Filariasis_53.rtf,http://doe1.moph.go.th/surdata/y53/ac_Filariasis_53.rtf,,Code/Data/GetData/Filariasis/ac_Filariasis_53.rtf,yes,80423,skip,
Filariasis,ac_Filariasis_54.rtf,http://doe1.moph.go.th/surdata/y54/ac_Filariasis_54.rtf,,Code/Data/GetData/Filariasis/ac_Filariasis_54.rtf,yes,81189,skip,
Filariasis,ac_Filariasis_55.rtf,http://doe1.moph.go.th/surdata/y55/ac_Filariasis_55.rtf,,Code/Data/GetData/Filariasis/ac_Filariasis_55.rtf,yes,81187,skip,
Filariasis,ac_Filariasis_56.rtf,http://doe1.moph.go.th/surdata/y56/ac_Filariasis_56.rtf,,Code/Data/GetData/Filariasis/ac_Filariasis_56.rtf,yes,81187,skip,
Filariasis,ac_Filariasis_57.rtf,http://doe1.moph.go.th/surdata/y57/ac_Filariasis_57.rtf,,Code/Data/GetData/Filariasis/ac_Filariasis_57.rtf,yes,73028,skip,
Filariasis,ac_Filariasis_58.rtf,http://doe1.moph.go.th/surdata/y58/ac_Filariasis_58.rtf,,Code/Data/GetData/Filariasis/ac_Filariasis_58.rtf,yes,73017,skip,
Filariasis,ac_Filariasis_59.rtf,http://doe1.moph.go.th/surdata/y59/ac_Filariasis_59.rtf,,Code/Data/GetData/Filariasis/ac_Filariasis_59.rtf,yes,73017,skip,
Filariasis,ac_Filariasis_60.rtf,http://doe1.moph.go.th/surdata/y60/ac_Filariasis_60.rtf,,Code/Data/GetData/Filariasis/ac_Filariasis_60.rtf,yes,73017,skip,
Filariasis,ac_Filariasis_61.rtf,http://doe1.moph.go.th/surdata/y61/ac_Filariasis_61.rtf,,Code/Data/GetData/Filariasis/ac_Filariasis_61.rtf,yes,73021,skip,
Filariasis,ac_Filariasis_62.rtf,http://doe1.moph.go.th/surdata/y62/ac_Filariasis_62.rtf,,Code/Data/GetData/Filariasis/ac_Filariasis_62.rtf,yes,73019,skip,
Filariasis,ac_Filariasis_63.rtf,http://doe1.moph.go.th/surdata/y63/ac_Filariasis_63.rtf,,Code/Data/GetData/Filariasis/ac_Filariasis_63.rtf,yes,73019,skip,
Filariasis,ac_Filariasis_64.rtf,http://doe1.moph.go.th/surdata/y64/ac_Filariasis_64.rtf,,Code/Data/GetData/Filariasis/ac_Filariasis_64.rtf,yes,73000,skip,
Filariasis,ac_Filariasis_65.rtf,http://doe1.moph.go.th/surdata/y65/ac_Filariasis_65.rtf,,Code/Data/GetData/Filariasis/ac_Filariasis_65.rtf,yes,73001,skip,
Filariasis,ac_Filariasis_66.rtf,http://doe1.moph.go.th/surdata/y66/ac_Filariasis_66.rtf,,Code/Data/GetData/Filariasis/ac_Filariasis_66.rtf,yes,73005,skip,
Filariasis,ac_Filariasis_67.rtf,http://doe1.moph.go.th/surdata/y67/ac_Filariasis_67.rtf,,Code/Data/GetData/Filariasis/ac_Filariasis_67.rtf,yes,73001,skip,
Filariasis,ad_Filariasis_46.rtf,http://doe1.moph.go.th/surdata/y46/ad_Filariasis_46.rtf,,Code/Data/GetData/Filariasis/ad_Filariasis_46.rtf,yes,80583,skip,
Filariasis,ad_Filariasis_47.rtf,http://doe1.moph.go.th/surdata/y47/ad_Filariasis_47.rtf,,Code/Data/GetData/Filariasis/ad_Filariasis_47.rtf,yes,80583,skip,
Filariasis,ad_Filariasis_48.rtf,http://doe1.moph.go.th/surdata/y48/ad_Filariasis_48.rtf,,Code/Data/GetData/Filariasis/ad_Filariasis_48.rtf,yes,80569,skip,
Filariasis,ad_Filariasis_49.rtf,http://doe1.moph.go.th/surdata/y49/ad_Filariasis_49.rtf,,Code/Data/GetData/Filariasis/ad_Filariasis_49.rtf,yes,80548,skip,
Filariasis,ad_Filariasis_50.rtf,http://doe1.moph.go.th/surdata/y50/ad_Filariasis_50.rtf,,Code/Data/GetData/Filariasis/ad_Filariasis_50.rtf,yes,80568,skip,
Filariasis,ad_Filariasis_51.rtf,http://doe1.moph.go.th/surdata/y51/ad_Filariasis_51.rtf,,Code/Data/GetData/Filariasis/ad_Filariasis_51.rtf,yes,79757,skip,
Filariasis,ad_Filariasis_52.rtf,http://doe1.moph.go.th/surdata/y52/ad_Filariasis_52.rtf,,Code/Data/GetData/Filariasis/ad_Filariasis_52.rtf,yes,79757,skip,
Filariasis,ad_Filariasis_53.rtf,http://doe1.moph.go.th/surdata/y53/ad_Filariasis_53.rtf,,Code/Data/GetData/Filariasis/ad_Filariasis_53.rtf,yes,80542,skip,
Filariasis,ad_Filariasis_54.rtf,http://doe1.moph.go.th/surdata/y54/ad_Filariasis_54.rtf,,Code/Data/GetData/Filariasis/ad_Filariasis_54.rtf,yes,81285,skip,
Filariasis,ad_Filariasis_55.rtf,http://doe1.moph.go.th/surdata/y55/ad_Filariasis_55.rtf,,Code/Data/GetData/Filariasis/ad_Filariasis_55.rtf,yes,81304,skip,
Filariasis,ad_Filariasis_56.rtf,http://doe1.moph.go.th/surdata/y56/ad_Filariasis_56.rtf,,Code/Data/GetData/Filariasis/ad_Filariasis_56.rtf,yes,81304,skip,
Filariasis,ad_Filariasis_57.rtf,http://doe1.moph.go.th/surdata/y57/ad_Filariasis_57.rtf,,Code/Data/GetData/Filariasis/ad_Filariasis_57.rtf,yes,73221,skip,
Filariasis,ad_Filariasis_58.rtf,http://doe1.moph.go.th/surdata/y58/ad_Filariasis_58.rtf,,Code/Data/GetData/Filariasis/ad_Filariasis_58.rtf,yes,73222,skip,
Filariasis,ad_Filariasis_59.rtf,http://doe1.moph.go.th/surdata/y59/ad_Filariasis_59.rtf,,Code/Data/GetData/Filariasis/ad_Filariasis_59.rtf,yes,73224,skip,
Filariasis,ad_Filariasis_60.rtf,http://doe1.moph.go.th/surdata/y60/ad_Filariasis_60.rtf,,Code/Data/GetData/Filariasis/ad_Filariasis_60.rtf,yes,73224,skip,
Filariasis,ad_Filariasis_61.rtf,http://doe1.moph.go.th/surdata/y61/ad_Filariasis_61.rtf,,Code/Data/GetData/Filariasis/ad_Filariasis_61.rtf,yes,73225,skip,
Filariasis,ad_Filariasis_62.rtf,http://doe1.moph.go.th/surdata/y62/ad_Filariasis_62.rtf,,Code/Data/GetData/Filariasis/ad_Filariasis_62.rtf,yes,73226,skip,
Filariasis,ad_Filariasis_63.rtf,http://doe1.moph.go.th/surdata/y63/ad_Filariasis_63.rtf,,Code/Data/GetData/Filariasis/ad_Filariasis_63.rtf,yes,73226,skip,
Filariasis,ad_Filariasis_64.rtf,http://doe1.moph.go.th/surdata/y64/ad_Filariasis_64.rtf,,Code/Data/GetData/Filariasis/ad_Filariasis_64.rtf,yes,73247,skip,
Filariasis,ad_Filariasis_65.rtf,http://doe1.moph.go.th/surdata/y65/ad_Filariasis_65.rtf,,Code/Data/GetData/Filariasis/ad_Filariasis_65.rtf,yes,73247,skip,
Filariasis,ad_Filariasis_66.rtf,http://doe1.moph.go.th/surdata/y66/ad_Filariasis_66.rtf,,Code/Data/GetData/Filariasis/ad_Filariasis_66.rtf,yes,73246,skip,
Filariasis,ad_Filariasis_67.rtf,http://doe1.moph.go.th/surdata/y67/ad_Filariasis_67.rtf,,Code/Data/GetData/Filariasis/ad_Filariasis_67.rtf,yes,73248,skip,
Filariasis,race_Filariasis_47.rtf,http://doe1.moph.go.th/surdata/y47/race_Filariasis_47.rtf,,Code/Data/GetData/Filariasis/race_Filariasis_47.rtf,yes,85205,skip,
Filariasis,race_Filariasis_48.rtf,http://doe1.moph.go.th/surdata/y48/race_Filariasis_48.rtf,,Code/Data/GetData/Filariasis/race_Filariasis_48.rtf,yes,83625,skip,
Filariasis,race_Filariasis_49.rtf,http://doe1.moph.go.th/surdata/y49/race_Filariasis_49.rtf,,Code/Data/GetData/Filariasis/race_Filariasis_49.rtf,yes,83624,skip,
Filariasis,race_Filariasis_50.rtf,http://doe1.moph.go.th/surdata/y50/race_Filariasis_50.rtf,,Code/Data/GetData/Filariasis/race_Filariasis_50.rtf,yes,83624,skip,
Filariasis,race_Filariasis_51.rtf,http://doe1.moph.go.th/surdata/y51/race_Filariasis_51.rtf,,Code/Data/GetData/Filariasis/race_Filariasis_51.rtf,yes,82816,skip,
Filariasis,race_Filariasis_52.rtf,http://doe1.moph.go.th/surdata/y52/race_Filariasis_52.rtf,,Code/Data/GetData/Filariasis/race_Filariasis_52.rtf,yes,82817,skip,
Filariasis,race_Filariasis_53.rtf,http://doe1.moph.go.th/surdata/y53/race_Filariasis_53.rtf,,Code/Data/GetData/Filariasis/race_Filariasis_53.rtf,yes,83598,skip,
Filariasis,race_Filariasis_54.rtf,http://doe1.moph.go.th/surdata/y54/race_Filariasis_54.rtf,,Code/Data/GetData/Filariasis/race_Filariasis_54.rtf,yes,84365,skip,
Filariasis,race_Filariasis_55.rtf,http://doe1.moph.go.th/surdata/y55/race_Filariasis_55.rtf,,Code/Data/GetData/Filariasis/race_Filariasis_55.rtf,yes,84362,skip,
Filariasis,race_Filariasis_56.rtf,http://doe1.moph.go.th/surdata/y56/race_Filariasis_56.rtf,,Code/Data/GetData/Filariasis/race_Filariasis_56.rtf,yes,84364,skip,
Filariasis,race_Filariasis_57.rtf,http://doe1.moph.go.th/surdata/y57/race_Filariasis_57.rtf,,Code/Data/GetData/Filariasis/race_Filariasis_57.rtf,yes,76278,skip,
Filariasis,race_Filariasis_58.rtf,http://doe1.moph.go.th/surdata/y58/race_Filariasis_58.rtf,,Code/Data/GetData/Filariasis/race_Filariasis_58.rtf,yes,76277,skip,
Filariasis,race_Filariasis_59.rtf,http://doe1.moph.go.th/surdata/y59/race_Filariasis_59.rtf,,Code/Data/GetData/Filariasis/race_Filariasis_59.rtf,yes,76280,skip,
Filariasis,race_Filariasis_60.rtf,http://doe1.moph.go.th/surdata/y60/race_Filariasis_60.rtf,,Code/Data/GetData/Filariasis/race_Filariasis_60.rtf,yes,76280,skip,
Filariasis,race_Filariasis_61.rtf,http://doe1.moph.go.th/surdata/y61/race_Filariasis_61.rtf,,Code/Data/GetData/Filariasis/race_Filariasis_61.rtf,yes,76287,skip,
Filariasis,race_Filariasis_62.rtf,http://doe1.moph.go.th/surdata/y62/race_Filariasis_62.rtf,,Code/Data/GetData/Filariasis/race_Filariasis_62.rtf,yes,76282,skip,
Filariasis,race_Filariasis_63.rtf,http://doe1.moph.go.th/surdata/y63/race_Filariasis_63.rtf,,Code/Data/GetData/Filariasis/race_Filariasis_63.rtf,yes,76282,skip,
Filariasis,race_Filariasis_64.rtf,http://doe1.moph.go.th/surdata/y64/race_Filariasis_64.rtf,,Code/Data/GetData/Filariasis/race_Filariasis_64.rtf,yes,76286,skip,
Filariasis,race_Filariasis_65.rtf,http://doe1.moph.go.th/surdata/y65/race_Filariasis_65.rtf,,Code/Data/GetData/Filariasis/race_Filariasis_65.rtf,yes,76288,skip,
Filariasis,race_Filariasis_66.rtf,http://doe1.moph.go.th/surdata/y66/race_Filariasis_66.rtf,,Code/Data/GetData/Filariasis/race_Filariasis_66.rtf,yes,76291,skip,
Filariasis,race_Filariasis_67.rtf,http://doe1.moph.go.th/surdata/y67/race_Filariasis_67.rtf,,Code/Data/GetData/Filariasis/race_Filariasis_67.rtf,yes,76287,skip,
Filariasis,c_occ_Filariasis_49.rtf,http://doe1.moph.go.th/surdata/y49/c_occ_Filariasis_49.rtf,,Code/Data/GetData/Filariasis/c_occ_Filariasis_49.rtf,yes,78896,skip,
Filariasis,c_occ_Filariasis_50.rtf,http://doe1.moph.go.th/surdata/y50/c_occ_Filariasis_50.rtf,,Code/Data/GetData/Filariasis/c_occ_Filariasis_50.rtf,yes,78896,skip,
Filariasis,c_occ_Filariasis_51.rtf,http://doe1.moph.go.th/surdata/y51/c_occ_Filariasis_51.rtf,,Code/Data/GetData/Filariasis/c_occ_Filariasis_51.rtf,no,,download,HTTP 404
Filariasis,c_occ_Filariasis_52.rtf,http://doe1.moph.go.th/surdata/y52/c_occ_Filariasis_52.rtf,,Code/Data/GetData/Filariasis/c_occ_Filariasis_52.rtf,yes,78247,skip,
Filariasis,c_occ_Filariasis_53.rtf,http://doe1.moph.go.th/surdata/y53/c_occ_Filariasis_53.rtf,,Code/Data/GetData/Filariasis/c_occ_Filariasis_53.rtf,yes,78246,skip,
Filariasis,c_occ_Filariasis_54.rtf,http://doe1.moph.go.th/surdata/y54/c_occ_Filariasis_54.rtf,,Code/Data/GetData/Filariasis/c_occ_Filariasis_54.rtf,yes,78941,skip,
Filariasis,c_occ_Filariasis_55.rtf,http://doe1.moph.go.th/surdata/y55/c_occ_Filariasis_55.rtf,,Code/Data/GetData/Filariasis/c_occ_Filariasis_55.rtf,yes,78938,skip,
Filariasis,c_occ_Filariasis_56.rtf,http://doe1.moph.go.th/surdata/y56/c_occ_Filariasis_56.rtf,,Code/Data/GetData/Filariasis/c_occ_Filariasis_56.rtf,yes,78938,skip,
Filariasis,c_occ_Filariasis_57.rtf,http://doe1.moph.go.th/surdata/y57/c_occ_Filariasis_57.rtf,,Code/Data/GetData/Filariasis/c_occ_Filariasis_57.rtf,yes,71420,skip,
Filariasis,c_occ_Filariasis_58.rtf,http://doe1.moph.go.th/surdata/y58/c_occ_Filariasis_58.rtf,,Code/Data/GetData/Filariasis/c_occ_Filariasis_58.rtf,yes,71419,skip,
Filariasis,c_occ_Filariasis_59.rtf,http://doe1.moph.go.th/surdata/y59/c_occ_Filariasis_59.rtf,,Code/Data/GetData/Filariasis/c_occ_Filariasis_59.rtf,yes,72184,skip,
Filariasis,c_occ_Filariasis_60.rtf,http://doe1.moph.go.th/surdata/y60/c_occ_Filariasis_60.rtf,,Code/Data/GetData/Filariasis/c_occ_Filariasis_60.rtf,yes,72184,skip,
Filariasis,c_occ_Filariasis_61.rtf,http://doe1.moph.go.th/surdata/y61/c_occ_Filariasis_61.rtf,,Code/Data/GetData/Filariasis/c_occ_Filariasis_61.rtf,yes,72191,skip,
Filariasis,c_occ_Filariasis_62.rtf,http://doe1.moph.go.th/surdata/y62/c_occ_Filariasis_62.rtf,,Code/Data/GetData/Filariasis/c_occ_Filariasis_62.rtf,yes,72184,skip,
Filariasis,c_occ_Filariasis_63.rtf,http://doe1.moph.go.th/surdata/y63/c_occ_Filariasis_63.rtf,,Code/Data/GetData/Filariasis/c_occ_Filariasis_63.rtf,yes,72184,skip,
Filariasis,c_occ_Filariasis_64.rtf,http://doe1.moph.go.th/surdata/y64/c_occ_Filariasis_64.rtf,,Code/Data/GetData/Filariasis/c_occ_Filariasis_64.rtf,yes,72241,skip,
Filariasis,c_occ_Filariasis_65.rtf,http://doe1.moph.go.th/surdata/y65/c_occ_Filariasis_65.rtf,,Code/Data/GetData/Filariasis/c_occ_Filariasis_65.rtf,yes,72242,skip,
Filariasis,c_occ_Filariasis_66.rtf,http://doe1.moph.go.th/surdata/y66/c_occ_Filariasis_66.rtf,,Code/Data/GetData/Filariasis/c_occ_Filariasis_66.rtf,yes,72249,skip,
Filariasis,c_occ_Filariasis_67.rtf,http://doe1.moph.go.th/surdata/y67/c_occ_Filariasis_67.rtf,,Code/Data/GetData/Filariasis/c_occ_Filariasis_67.rtf,yes,72242,skip,
Filariasis,d_occ_Filariasis_49.rtf,http://doe1.moph.go.th/surdata/y49/d_occ_Filariasis_49.rtf,,Code/Data/GetData/Filariasis/d_occ_Filariasis_49.rtf,no,,download,HTTP 404
Filariasis,d_occ_Filariasis_50.rtf,http://doe1.moph.go.th/surdata/y50/d_occ_Filariasis_50.rtf,,Code/Data/GetData/Filariasis/d_occ_Filariasis_50.rtf,no,,download,HTTP 404
Filariasis,d_occ_Filariasis_51.rtf,http://doe1.moph.go.th/surdata/y51/d_occ_Filariasis_51.rtf,,Code/Data/GetData/Filariasis/d_occ_Filariasis_51.rtf,no,,download,HTTP 404
Filariasis,d_occ_Filariasis_52.rtf,http://doe1.moph.go.th/surdata/y52/d_occ_Filariasis_52.rtf,,Code/Data/GetData/Filariasis/d_occ_Filariasis_52.rtf,no,,download,HTTP 404
Filariasis,d_occ_Filariasis_53.rtf,http://doe1.moph.go.th/surdata/y53/d_occ_Filariasis_53.rtf,,Code/Data/GetData/Filariasis/d_occ_Filariasis_53.rtf,yes,78295,skip,
Filariasis,d_occ_Filariasis_54.rtf,http://doe1.moph.go.th/surdata/y54/d_occ_Filariasis_54.rtf,,Code/Data/GetData/Filariasis/d_occ_Filariasis_54.rtf,no,,download,HTTP 404
Filariasis,d_occ_Filariasis_55.rtf,http://doe1.moph.go.th/surdata/y55/d_occ_Filariasis_55.rtf,,Code/Data/GetData/Filariasis/d_occ_Filariasis_55.rtf,yes,78987,skip,
Filariasis,d_occ_Filariasis_56.rtf,http://doe1.moph.go.th/surdata/y56/d_occ_Filariasis_56.rtf,,Code/Data/GetData/Filariasis/d_occ_Filariasis_56.rtf,yes,78987,skip,
Filariasis,d_occ_Filariasis_57.rtf,http://doe1.moph.go.th/surdata/y57/d_occ_Filariasis_57.rtf,,Code/Data/GetData/Filariasis/d_occ_Filariasis_57.rtf,yes,75302,skip,
Filariasis,d_occ_Filariasis_58.rtf,http://doe1.moph.go.th/surdata/y58/d_occ_Filariasis_58.rtf,,Code/Data/GetData/Filariasis/d_occ_Filariasis_58.rtf,yes,71451,skip,
Filariasis,d_occ_Filariasis_59.rtf,http://doe1.moph.go.th/surdata/y59/d_occ_Filariasis_59.rtf,,Code/Data/GetData/Filariasis/d_occ_Filariasis_59.rtf,yes,72214,skip,
Filariasis,d_occ_Filariasis_60.rtf,http://doe1.moph.go.th/surdata/y60/d_occ_Filariasis_60.rtf,,Code/Data/GetData/Filariasis/d_occ_Filariasis_60.rtf,yes,72214,skip,
Filariasis,d_occ_Filariasis_61.rtf,http://doe1.moph.go.th/surdata/y61/d_occ_Filariasis_61.rtf,,Code/Data/GetData/Filariasis/d_occ_Filariasis_61.rtf,yes,72215,skip,
Filariasis,d_occ_Filariasis_62.rtf,http://doe1.moph.go.th/surdata/y62/d_occ_Filariasis_62.rtf,,Code/Data/GetData/Filariasis/d_occ_Filariasis_62.rtf,yes,72215,skip,
Filariasis,d_occ_Filariasis_63.rtf,http://doe1.moph.go.th/surdata/y63/d_occ_Filariasis_63.rtf,,Code/Data/GetData/Filariasis/d_occ_Filariasis_63.rtf,yes,72215,skip,
Filariasis,d_occ_Filariasis_64.rtf,http://doe1.moph.go.th/surdata/y64/d_occ_Filariasis_64.rtf,,Code/Data/GetData/Filariasis/d_occ_Filariasis_64.rtf,yes,72265,skip,
Filariasis,d_occ_Filariasis_65.rtf,http://doe1.moph.go.th/surdata/y65/d_occ_Filariasis_65.rtf,,Code/Data/GetData/Filariasis/d_occ_Filariasis_65.rtf,yes,72265,skip,
Filariasis,d_occ_Filariasis_66.rtf,http://doe1.moph.go.th/surdata/y66/d_occ_Filariasis_66.rtf,,Code/Data/GetData/Filariasis/d_occ_Filariasis_66.rtf,yes,72264,skip,
Filariasis,d_occ_Filariasis_67.rtf,http://doe1.moph.go.th/surdata/y67/d_occ_Filariasis_67.rtf,,Code/Data/GetData/Filariasis/d_occ_Filariasis_67.rtf,yes,72266,skip,
Filariasis,d76_5067.pdf,http://doe1.moph.go.th/surdata/506wk/y67/d76_5067.pdf,,Code/Data/GetData/Filariasis/d76_5067.pdf,no,,download,success
Filariasis,d76_5366.pdf,http://doe1.moph.go.th/surdata/506wk/y66/d76_5366.pdf,,Code/Data/GetData/Filariasis/d76_5366.pdf,no,,download,success
Filariasis,mcd_Filariasis_68.rtf,http://doe1.moph.go.th/surdata/y68/mcd_Filariasis_68.rtf,,Code/Data/GetData/Filariasis/mcd_Filariasis_68.rtf,no,,download,HTTP 404
Filariasis,rate_Filariasis_68.rtf,http://doe1.moph.go.th/surdata/y68/rate_Filariasis_68.rtf,,Code/Data/GetData/Filariasis/rate_Filariasis_68.rtf,no,,download,HTTP 404
Filariasis,ac_Filariasis_68.rtf,http://doe1.moph.go.th/surdata/y68/ac_Filariasis_68.rtf,,Code/Data/GetData/Filariasis/ac_Filariasis_68.rtf,no,,download,HTTP 404
Filariasis,ad_Filariasis_68.rtf,http://doe1.moph.go.th/surdata/y68/ad_Filariasis_68.rtf,,Code/Data/GetData/Filariasis/ad_Filariasis_68.rtf,no,,download,HTTP 404
Filariasis,race_Filariasis_68.rtf,http://doe1.moph.go.th/surdata/y68/race_Filariasis_68.rtf,,Code/Data/GetData/Filariasis/race_Filariasis_68.rtf,no,,download,HTTP 404
Filariasis,c_occ_Filariasis_68.rtf,http://doe1.moph.go.th/surdata/y68/c_occ_Filariasis_68.rtf,,Code/Data/GetData/Filariasis/c_occ_Filariasis_68.rtf,no,,download,HTTP 404
Filariasis,d_occ_Filariasis_68.rtf,http://doe1.moph.go.th/surdata/y68/d_occ_Filariasis_68.rtf,,Code/Data/GetData/Filariasis/d_occ_Filariasis_68.rtf,no,,download,HTTP 404
Filariasis,csa_Filariasis_68.rtf,http://doe1.moph.go.th/surdata/y68/csa_Filariasis_68.rtf,,Code/Data/GetData/Filariasis/csa_Filariasis_68.rtf,no,,download,HTTP 404
Filariasis,dsa_Filariasis_68.rtf,http://doe1.moph.go.th/surdata/y68/dsa_Filariasis_68.rtf,,Code/Data/GetData/Filariasis/dsa_Filariasis_68.rtf,no,,download,HTTP 404
Filariasis,Am_mcd_Filariasis_68.rtf,http://doe1.moph.go.th/surdata/y68/Am_mcd_Filariasis_68.rtf,,Code/Data/GetData/Filariasis/Am_mcd_Filariasis_68.rtf,no,,download,HTTP 404
Food_Poisoning,1142920210518092542.pdf,https://ddc.moph.go.th/uploads/publish/1142920210518092542.pdf,,Code/Data/GetData/Food_Poisoning/1142920210518092542.pdf,no,,download,"SSLError: HTTPSConnectionPool(host='ddc.moph.go.th', port=443): Max retries exceeded with url: /uploads/publish/1142920210518092542.pdf (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))"
Food_Poisoning,mcd_Foodpoi_46.rtf,http://doe1.moph.go.th/surdata/y46/mcd_Foodpoi_46.rtf,,Code/Data/GetData/Food_Poisoning/mcd_Foodpoi_46.rtf,yes,119408,skip,
Food_Poisoning,mcd_Foodpoi_47.rtf,http://doe1.moph.go.th/surdata/y47/mcd_Foodpoi_47.rtf,,Code/Data/GetData/Food_Poisoning/mcd_Foodpoi_47.rtf,yes,119461,skip,
Food_Poisoning,mcd_Foodpoi_48.rtf,http://doe1.moph.go.th/surdata/y48/mcd_Foodpoi_48.rtf,,Code/Data/GetData/Food_Poisoning/mcd_Foodpoi_48.rtf,yes,119440,skip,
Food_Poisoning,mcd_Foodpoi_49.rtf,http://doe1.moph.go.th/surdata/y49/mcd_Foodpoi_49.rtf,,Code/Data/GetData/Food_Poisoning/mcd_Foodpoi_49.rtf,yes,119443,skip,
Food_Poisoning,mcd_Foodpoi_50.rtf,http://doe1.moph.go.th/surdata/y50/mcd_Foodpoi_50.rtf,,Code/Data/GetData/Food_Poisoning/mcd_Foodpoi_50.rtf,yes,119389,skip,
Food_Poisoning,mcd_Foodpoi_51.rtf,http://doe1.moph.go.th/surdata/y51/mcd_Foodpoi_51.rtf,,Code/Data/GetData/Food_Poisoning/mcd_Foodpoi_51.rtf,yes,118179,skip,
Food_Poisoning,mcd_Foodpoi_52.rtf,http://doe1.moph.go.th/surdata/y52/mcd_Foodpoi_52.rtf,,Code/Data/GetData/Food_Poisoning/mcd_Foodpoi_52.rtf,yes,118128,skip,
Food_Poisoning,mcd_Foodpoi_53.rtf,http://doe1.moph.go.th/surdata/y53/mcd_Foodpoi_53.rtf,,Code/Data/GetData/Food_Poisoning/mcd_Foodpoi_53.rtf,yes,119279,skip,
Food_Poisoning,mcd_Foodpoi_54.rtf,http://doe1.moph.go.th/surdata/y54/mcd_Foodpoi_54.rtf,,Code/Data/GetData/Food_Poisoning/mcd_Foodpoi_54.rtf,yes,120312,skip,
Food_Poisoning,mcd_Foodpoi_55.rtf,http://doe1.moph.go.th/surdata/y55/mcd_Foodpoi_55.rtf,,Code/Data/GetData/Food_Poisoning/mcd_Foodpoi_55.rtf,yes,120418,skip,
Food_Poisoning,mcd_Foodpoi_56.rtf,http://doe1.moph.go.th/surdata/y56/mcd_Foodpoi_56.rtf,,Code/Data/GetData/Food_Poisoning/mcd_Foodpoi_56.rtf,yes,120491,skip,
Food_Poisoning,mcd_Foodpoi_57.rtf,http://doe1.moph.go.th/surdata/y57/mcd_Foodpoi_57.rtf,,Code/Data/GetData/Food_Poisoning/mcd_Foodpoi_57.rtf,yes,108729,skip,
Food_Poisoning,mcd_Foodpoi_58.rtf,http://doe1.moph.go.th/surdata/y58/mcd_Foodpoi_58.rtf,,Code/Data/GetData/Food_Poisoning/mcd_Foodpoi_58.rtf,yes,108747,skip,
Food_Poisoning,mcd_Foodpoi_59.rtf,http://doe1.moph.go.th/surdata/y59/mcd_Foodpoi_59.rtf,,Code/Data/GetData/Food_Poisoning/mcd_Foodpoi_59.rtf,yes,108808,skip,
Food_Poisoning,mcd_Foodpoi_60.rtf,http://doe1.moph.go.th/surdata/y60/mcd_Foodpoi_60.rtf,,Code/Data/GetData/Food_Poisoning/mcd_Foodpoi_60.rtf,yes,108669,skip,
Food_Poisoning,mcd_Foodpoi_61.rtf,http://doe1.moph.go.th/surdata/y61/mcd_Foodpoi_61.rtf,,Code/Data/GetData/Food_Poisoning/mcd_Foodpoi_61.rtf,yes,108728,skip,
Food_Poisoning,mcd_Foodpoi_62.rtf,http://doe1.moph.go.th/surdata/y62/mcd_Foodpoi_62.rtf,,Code/Data/GetData/Food_Poisoning/mcd_Foodpoi_62.rtf,yes,108647,skip,
Food_Poisoning,mcd_Foodpoi_63.rtf,http://doe1.moph.go.th/surdata/y63/mcd_Foodpoi_63.rtf,,Code/Data/GetData/Food_Poisoning/mcd_Foodpoi_63.rtf,yes,108523,skip,
Food_Poisoning,mcd_Foodpoi_64.rtf,http://doe1.moph.go.th/surdata/y64/mcd_Foodpoi_64.rtf,,Code/Data/GetData/Food_Poisoning/mcd_Foodpoi_64.rtf,yes,108269,skip,
Food_Poisoning,mcd_Foodpoi_65.rtf,http://doe1.moph.go.th/surdata/y65/mcd_Foodpoi_65.rtf,,Code/Data/GetData/Food_Poisoning/mcd_Foodpoi_65.rtf,yes,108426,skip,
Food_Poisoning,mcd_Foodpoi_66.rtf,http://doe1.moph.go.th/surdata/y66/mcd_Foodpoi_66.rtf,,Code/Data/GetData/Food_Poisoning/mcd_Foodpoi_66.rtf,yes,108555,skip,
Food_Poisoning,mcd_Foodpoi_67.rtf,http://doe1.moph.go.th/surdata/y67/mcd_Foodpoi_67.rtf,,Code/Data/GetData/Food_Poisoning/mcd_Foodpoi_67.rtf,yes,108812,skip,
Food_Poisoning,rate_Foodpoi_46.rtf,http://doe1.moph.go.th/surdata/y46/rate_Foodpoi_46.rtf,,Code/Data/GetData/Food_Poisoning/rate_Foodpoi_46.rtf,yes,35280,skip,
Food_Poisoning,rate_Foodpoi_47.rtf,http://doe1.moph.go.th/surdata/y47/rate_Foodpoi_47.rtf,,Code/Data/GetData/Food_Poisoning/rate_Foodpoi_47.rtf,yes,34957,skip,
Food_Poisoning,rate_Foodpoi_48.rtf,http://doe1.moph.go.th/surdata/y48/rate_Foodpoi_48.rtf,,Code/Data/GetData/Food_Poisoning/rate_Foodpoi_48.rtf,yes,34951,skip,
Food_Poisoning,rate_Foodpoi_49.rtf,http://doe1.moph.go.th/surdata/y49/rate_Foodpoi_49.rtf,,Code/Data/GetData/Food_Poisoning/rate_Foodpoi_49.rtf,yes,34941,skip,
