disease,file_name,remote_url,remote_size,local_path,local_exists,local_size,tag,download_result
Food_Poisoning,rate_Foodpoi_50.rtf,http://doe1.moph.go.th/surdata/y50/rate_Foodpoi_50.rtf,,Code/Data/GetData/Food_Poisoning/rate_Foodpoi_50.rtf,yes,34947,skip,
Food_Poisoning,rate_Foodpoi_51.rtf,http://doe1.moph.go.th/surdata/y51/rate_Foodpoi_51.rtf,,Code/Data/GetData/Food_Poisoning/rate_Foodpoi_51.rtf,yes,35721,skip,
Food_Poisoning,rate_Foodpoi_52.rtf,http://doe1.moph.go.th/surdata/y52/rate_Foodpoi_52.rtf,,Code/Data/GetData/Food_Poisoning/rate_Foodpoi_52.rtf,yes,35717,skip,
Food_Poisoning,rate_Foodpoi_53.rtf,http://doe1.moph.go.th/surdata/y53/rate_Foodpoi_53.rtf,,Code/Data/GetData/Food_Poisoning/rate_Foodpoi_53.rtf,yes,36034,skip,
Food_Poisoning,rate_Foodpoi_54.rtf,http://doe1.moph.go.th/surdata/y54/rate_Foodpoi_54.rtf,,Code/Data/GetData/Food_Poisoning/rate_Foodpoi_54.rtf,yes,36349,skip,
Food_Poisoning,rate_Foodpoi_55.rtf,http://doe1.moph.go.th/surdata/y55/rate_Foodpoi_55.rtf,,Code/Data/GetData/Food_Poisoning/rate_Foodpoi_55.rtf,yes,36358,skip,
Food_Poisoning,rate_Foodpoi_56.rtf,http://doe1.moph.go.th/surdata/y56/rate_Foodpoi_56.rtf,,Code/Data/GetData/Food_Poisoning/rate_Foodpoi_56.rtf,yes,36373,skip,
Food_Poisoning,rate_Foodpoi_57.rtf,http://doe1.moph.go.th/surdata/y57/rate_Foodpoi_57.rtf,,Code/Data/GetData/Food_Poisoning/rate_Foodpoi_57.rtf,yes,31921,skip,
Food_Poisoning,rate_Foodpoi_58.rtf,http://doe1.moph.go.th/surdata/y58/rate_Foodpoi_58.rtf,,Code/Data/GetData/Food_Poisoning/rate_Foodpoi_58.rtf,yes,31921,skip,
Food_Poisoning,rate_Foodpoi_59.rtf,http://doe1.moph.go.th/surdata/y59/rate_Foodpoi_59.rtf,,Code/Data/GetData/Food_Poisoning/rate_Foodpoi_59.rtf,yes,31924,skip,
Food_Poisoning,rate_Foodpoi_60.rtf,http://doe1.moph.go.th/surdata/y60/rate_Foodpoi_60.rtf,,Code/Data/GetData/Food_Poisoning/rate_Foodpoi_60.rtf,yes,31918,skip,
Food_Poisoning,rate_Foodpoi_61.rtf,http://doe1.moph.go.th/surdata/y61/rate_Foodpoi_61.rtf,,Code/Data/GetData/Food_Poisoning/rate_Foodpoi_61.rtf,yes,31924,skip,
Food_Poisoning,rate_Foodpoi_62.rtf,http://doe1.moph.go.th/surdata/y62/rate_Foodpoi_62.rtf,,Code/Data/GetData/Food_Poisoning/rate_Foodpoi_62.rtf,yes,31917,skip,
Food_Poisoning,rate_Foodpoi_63.rtf,http://doe1.moph.go.th/surdata/y63/rate_Foodpoi_63.rtf,,Code/Data/GetData/Food_Poisoning/rate_Foodpoi_63.rtf,yes,31891,skip,
Food_Poisoning,rate_Foodpoi_64.rtf,http://doe1.moph.go.th/surdata/y64/rate_Foodpoi_64.rtf,,Code/Data/GetData/Food_Poisoning/rate_Foodpoi_64.rtf,yes,31870,skip,
Food_Poisoning,rate_Foodpoi_65.rtf,http://doe1.moph.go.th/surdata/y65/rate_Foodpoi_65.rtf,,Code/Data/GetData/Food_Poisoning/rate_Foodpoi_65.rtf,yes,31891,skip,
Food_Poisoning,rate_Foodpoi_66.rtf,http://doe1.moph.go.th/surdata/y66/rate_Foodpoi_66.rtf,,Code/Data/GetData/Food_Poisoning/rate_Foodpoi_66.rtf,yes,31921,skip,
Food_Poisoning,rate_Foodpoi_67.rtf,http://doe1.moph.go.th/surdata/y67/rate_Foodpoi_67.rtf,,Code/Data/GetData/Food_Poisoning/rate_Foodpoi_67.rtf,yes,31970,skip,
Food_Poisoning,ac_Foodpoi_46.rtf,http://doe1.moph.go.th/surdata/y46/ac_Foodpoi_46.rtf,,Code/Data/GetData/Food_Poisoning/ac_Foodpoi_46.rtf,no,,download,HTTP 404
Food_Poisoning,ac_Foodpoi_47.rtf,http://doe1.moph.go.th/surdata/y47/ac_Foodpoi_47.rtf,,Code/Data/GetData/Food_Poisoning/ac_Foodpoi_47.rtf,yes,83599,skip,
Food_Poisoning,ac_Foodpoi_48.rtf,http://doe1.moph.go.th/surdata/y48/ac_Foodpoi_48.rtf,,Code/Data/GetData/Food_Poisoning/ac_Foodpoi_48.rtf,yes,82908,skip,
Food_Poisoning,ac_Foodpoi_49.rtf,http://doe1.moph.go.th/surdata/y49/ac_Foodpoi_49.rtf,,Code/Data/GetData/Food_Poisoning/ac_Foodpoi_49.rtf,yes,82917,skip,
Food_Poisoning,ac_Foodpoi_50.rtf,http://doe1.moph.go.th/surdata/y50/ac_Foodpoi_50.rtf,,Code/Data/GetData/Food_Poisoning/ac_Foodpoi_50.rtf,yes,82826,skip,
Food_Poisoning,ac_Foodpoi_51.rtf,http://doe1.moph.go.th/surdata/y51/ac_Foodpoi_51.rtf,,Code/Data/GetData/Food_Poisoning/ac_Foodpoi_51.rtf,yes,81968,skip,
Food_Poisoning,ac_Foodpoi_52.rtf,http://doe1.moph.go.th/surdata/y52/ac_Foodpoi_52.rtf,,Code/Data/GetData/Food_Poisoning/ac_Foodpoi_52.rtf,yes,81909,skip,
Food_Poisoning,ac_Foodpoi_53.rtf,http://doe1.moph.go.th/surdata/y53/ac_Foodpoi_53.rtf,,Code/Data/GetData/Food_Poisoning/ac_Foodpoi_53.rtf,yes,82731,skip,
Food_Poisoning,ac_Foodpoi_54.rtf,http://doe1.moph.go.th/surdata/y54/ac_Foodpoi_54.rtf,,Code/Data/GetData/Food_Poisoning/ac_Foodpoi_54.rtf,yes,83460,skip,
Food_Poisoning,ac_Foodpoi_55.rtf,http://doe1.moph.go.th/surdata/y55/ac_Foodpoi_55.rtf,,Code/Data/GetData/Food_Poisoning/ac_Foodpoi_55.rtf,yes,83604,skip,
Food_Poisoning,ac_Foodpoi_56.rtf,http://doe1.moph.go.th/surdata/y56/ac_Foodpoi_56.rtf,,Code/Data/GetData/Food_Poisoning/ac_Foodpoi_56.rtf,yes,83645,skip,
Food_Poisoning,ac_Foodpoi_57.rtf,http://doe1.moph.go.th/surdata/y57/ac_Foodpoi_57.rtf,,Code/Data/GetData/Food_Poisoning/ac_Foodpoi_57.rtf,yes,75141,skip,
Food_Poisoning,ac_Foodpoi_58.rtf,http://doe1.moph.go.th/surdata/y58/ac_Foodpoi_58.rtf,,Code/Data/GetData/Food_Poisoning/ac_Foodpoi_58.rtf,yes,75102,skip,
Food_Poisoning,ac_Foodpoi_59.rtf,http://doe1.moph.go.th/surdata/y59/ac_Foodpoi_59.rtf,,Code/Data/GetData/Food_Poisoning/ac_Foodpoi_59.rtf,yes,75197,skip,
Food_Poisoning,ac_Foodpoi_60.rtf,http://doe1.moph.go.th/surdata/y60/ac_Foodpoi_60.rtf,,Code/Data/GetData/Food_Poisoning/ac_Foodpoi_60.rtf,yes,75052,skip,
Food_Poisoning,ac_Foodpoi_61.rtf,http://doe1.moph.go.th/surdata/y61/ac_Foodpoi_61.rtf,,Code/Data/GetData/Food_Poisoning/ac_Foodpoi_61.rtf,yes,75097,skip,
Food_Poisoning,ac_Foodpoi_62.rtf,http://doe1.moph.go.th/surdata/y62/ac_Foodpoi_62.rtf,,Code/Data/GetData/Food_Poisoning/ac_Foodpoi_62.rtf,yes,75009,skip,
Food_Poisoning,ac_Foodpoi_63.rtf,http://doe1.moph.go.th/surdata/y63/ac_Foodpoi_63.rtf,,Code/Data/GetData/Food_Poisoning/ac_Foodpoi_63.rtf,yes,74795,skip,
Food_Poisoning,ac_Foodpoi_64.rtf,http://doe1.moph.go.th/surdata/y64/ac_Foodpoi_64.rtf,,Code/Data/GetData/Food_Poisoning/ac_Foodpoi_64.rtf,yes,74488,skip,
Food_Poisoning,ac_Foodpoi_65.rtf,http://doe1.moph.go.th/surdata/y65/ac_Foodpoi_65.rtf,,Code/Data/GetData/Food_Poisoning/ac_Foodpoi_65.rtf,yes,74645,skip,
Food_Poisoning,ac_Foodpoi_66.rtf,http://doe1.moph.go.th/surdata/y66/ac_Foodpoi_66.rtf,,Code/Data/GetData/Food_Poisoning/ac_Foodpoi_66.rtf,yes,74852,skip,
Food_Poisoning,ac_Foodpoi_67.rtf,http://doe1.moph.go.th/surdata/y67/ac_Foodpoi_67.rtf,,Code/Data/GetData/Food_Poisoning/ac_Foodpoi_67.rtf,yes,75120,skip,
Food_Poisoning,ad_Foodpoi_46.rtf,http://doe1.moph.go.th/surdata/y46/ad_Foodpoi_46.rtf,,Code/Data/GetData/Food_Poisoning/ad_Foodpoi_46.rtf,yes,80588,skip,
Food_Poisoning,ad_Foodpoi_47.rtf,http://doe1.moph.go.th/surdata/y47/ad_Foodpoi_47.rtf,,Code/Data/GetData/Food_Poisoning/ad_Foodpoi_47.rtf,yes,80588,skip,
Food_Poisoning,ad_Foodpoi_48.rtf,http://doe1.moph.go.th/surdata/y48/ad_Foodpoi_48.rtf,,Code/Data/GetData/Food_Poisoning/ad_Foodpoi_48.rtf,yes,80555,skip,
Food_Poisoning,ad_Foodpoi_49.rtf,http://doe1.moph.go.th/surdata/y49/ad_Foodpoi_49.rtf,,Code/Data/GetData/Food_Poisoning/ad_Foodpoi_49.rtf,yes,80556,skip,
Food_Poisoning,ad_Foodpoi_50.rtf,http://doe1.moph.go.th/surdata/y50/ad_Foodpoi_50.rtf,,Code/Data/GetData/Food_Poisoning/ad_Foodpoi_50.rtf,yes,80576,skip,
Food_Poisoning,ad_Foodpoi_51.rtf,http://doe1.moph.go.th/surdata/y51/ad_Foodpoi_51.rtf,,Code/Data/GetData/Food_Poisoning/ad_Foodpoi_51.rtf,yes,79765,skip,
Food_Poisoning,ad_Foodpoi_52.rtf,http://doe1.moph.go.th/surdata/y52/ad_Foodpoi_52.rtf,,Code/Data/GetData/Food_Poisoning/ad_Foodpoi_52.rtf,yes,79765,skip,
Food_Poisoning,ad_Foodpoi_53.rtf,http://doe1.moph.go.th/surdata/y53/ad_Foodpoi_53.rtf,,Code/Data/GetData/Food_Poisoning/ad_Foodpoi_53.rtf,yes,80550,skip,
Food_Poisoning,ad_Foodpoi_54.rtf,http://doe1.moph.go.th/surdata/y54/ad_Foodpoi_54.rtf,,Code/Data/GetData/Food_Poisoning/ad_Foodpoi_54.rtf,yes,81293,skip,
Food_Poisoning,ad_Foodpoi_55.rtf,http://doe1.moph.go.th/surdata/y55/ad_Foodpoi_55.rtf,,Code/Data/GetData/Food_Poisoning/ad_Foodpoi_55.rtf,yes,81312,skip,
Food_Poisoning,ad_Foodpoi_56.rtf,http://doe1.moph.go.th/surdata/y56/ad_Foodpoi_56.rtf,,Code/Data/GetData/Food_Poisoning/ad_Foodpoi_56.rtf,yes,81312,skip,
Food_Poisoning,ad_Foodpoi_57.rtf,http://doe1.moph.go.th/surdata/y57/ad_Foodpoi_57.rtf,,Code/Data/GetData/Food_Poisoning/ad_Foodpoi_57.rtf,yes,73229,skip,
Food_Poisoning,ad_Foodpoi_58.rtf,http://doe1.moph.go.th/surdata/y58/ad_Foodpoi_58.rtf,,Code/Data/GetData/Food_Poisoning/ad_Foodpoi_58.rtf,yes,73230,skip,
Food_Poisoning,ad_Foodpoi_59.rtf,http://doe1.moph.go.th/surdata/y59/ad_Foodpoi_59.rtf,,Code/Data/GetData/Food_Poisoning/ad_Foodpoi_59.rtf,yes,73232,skip,
Food_Poisoning,ad_Foodpoi_60.rtf,http://doe1.moph.go.th/surdata/y60/ad_Foodpoi_60.rtf,,Code/Data/GetData/Food_Poisoning/ad_Foodpoi_60.rtf,yes,73232,skip,
Food_Poisoning,ad_Foodpoi_61.rtf,http://doe1.moph.go.th/surdata/y61/ad_Foodpoi_61.rtf,,Code/Data/GetData/Food_Poisoning/ad_Foodpoi_61.rtf,yes,73233,skip,
Food_Poisoning,ad_Foodpoi_62.rtf,http://doe1.moph.go.th/surdata/y62/ad_Foodpoi_62.rtf,,Code/Data/GetData/Food_Poisoning/ad_Foodpoi_62.rtf,yes,73234,skip,
Food_Poisoning,ad_Foodpoi_63.rtf,http://doe1.moph.go.th/surdata/y63/ad_Foodpoi_63.rtf,,Code/Data/GetData/Food_Poisoning/ad_Foodpoi_63.rtf,yes,73234,skip,
Food_Poisoning,ad_Foodpoi_64.rtf,http://doe1.moph.go.th/surdata/y64/ad_Foodpoi_64.rtf,,Code/Data/GetData/Food_Poisoning/ad_Foodpoi_64.rtf,yes,73255,skip,
Food_Poisoning,ad_Foodpoi_65.rtf,http://doe1.moph.go.th/surdata/y65/ad_Foodpoi_65.rtf,,Code/Data/GetData/Food_Poisoning/ad_Foodpoi_65.rtf,yes,73255,skip,
Food_Poisoning,ad_Foodpoi_66.rtf,http://doe1.moph.go.th/surdata/y66/ad_Foodpoi_66.rtf,,Code/Data/GetData/Food_Poisoning/ad_Foodpoi_66.rtf,yes,73254,skip,
Food_Poisoning,ad_Foodpoi_67.rtf,http://doe1.moph.go.th/surdata/y67/ad_Foodpoi_67.rtf,,Code/Data/GetData/Food_Poisoning/ad_Foodpoi_67.rtf,yes,73256,skip,
Food_Poisoning,race_Foodpoi_47.rtf,http://doe1.moph.go.th/surdata/y47/race_Foodpoi_47.rtf,,Code/Data/GetData/Food_Poisoning/race_Foodpoi_47.rtf,yes,85834,skip,
Food_Poisoning,race_Foodpoi_48.rtf,http://doe1.moph.go.th/surdata/y48/race_Foodpoi_48.rtf,,Code/Data/GetData/Food_Poisoning/race_Foodpoi_48.rtf,yes,84250,skip,
Food_Poisoning,race_Foodpoi_49.rtf,http://doe1.moph.go.th/surdata/y49/race_Foodpoi_49.rtf,,Code/Data/GetData/Food_Poisoning/race_Foodpoi_49.rtf,yes,84250,skip,
Food_Poisoning,race_Foodpoi_50.rtf,http://doe1.moph.go.th/surdata/y50/race_Foodpoi_50.rtf,,Code/Data/GetData/Food_Poisoning/race_Foodpoi_50.rtf,yes,84239,skip,
Food_Poisoning,race_Foodpoi_51.rtf,http://doe1.moph.go.th/surdata/y51/race_Foodpoi_51.rtf,,Code/Data/GetData/Food_Poisoning/race_Foodpoi_51.rtf,yes,83417,skip,
Food_Poisoning,race_Foodpoi_52.rtf,http://doe1.moph.go.th/surdata/y52/race_Foodpoi_52.rtf,,Code/Data/GetData/Food_Poisoning/race_Foodpoi_52.rtf,yes,83411,skip,
Food_Poisoning,race_Foodpoi_53.rtf,http://doe1.moph.go.th/surdata/y53/race_Foodpoi_53.rtf,,Code/Data/GetData/Food_Poisoning/race_Foodpoi_53.rtf,yes,84205,skip,
Food_Poisoning,race_Foodpoi_54.rtf,http://doe1.moph.go.th/surdata/y54/race_Foodpoi_54.rtf,,Code/Data/GetData/Food_Poisoning/race_Foodpoi_54.rtf,yes,84964,skip,
Food_Poisoning,race_Foodpoi_55.rtf,http://doe1.moph.go.th/surdata/y55/race_Foodpoi_55.rtf,,Code/Data/GetData/Food_Poisoning/race_Foodpoi_55.rtf,yes,84989,skip,
Food_Poisoning,race_Foodpoi_56.rtf,http://doe1.moph.go.th/surdata/y56/race_Foodpoi_56.rtf,,Code/Data/GetData/Food_Poisoning/race_Foodpoi_56.rtf,yes,85024,skip,
Food_Poisoning,race_Foodpoi_57.rtf,http://doe1.moph.go.th/surdata/y57/race_Foodpoi_57.rtf,,Code/Data/GetData/Food_Poisoning/race_Foodpoi_57.rtf,yes,76839,skip,
Food_Poisoning,race_Foodpoi_58.rtf,http://doe1.moph.go.th/surdata/y58/race_Foodpoi_58.rtf,,Code/Data/GetData/Food_Poisoning/race_Foodpoi_58.rtf,yes,76842,skip,
Food_Poisoning,race_Foodpoi_59.rtf,http://doe1.moph.go.th/surdata/y59/race_Foodpoi_59.rtf,,Code/Data/GetData/Food_Poisoning/race_Foodpoi_59.rtf,yes,76849,skip,
Food_Poisoning,race_Foodpoi_60.rtf,http://doe1.moph.go.th/surdata/y60/race_Foodpoi_60.rtf,,Code/Data/GetData/Food_Poisoning/race_Foodpoi_60.rtf,yes,76844,skip,
Food_Poisoning,race_Foodpoi_61.rtf,http://doe1.moph.go.th/surdata/y61/race_Foodpoi_61.rtf,,Code/Data/GetData/Food_Poisoning/race_Foodpoi_61.rtf,yes,76856,skip,
Food_Poisoning,race_Foodpoi_62.rtf,http://doe1.moph.go.th/surdata/y62/race_Foodpoi_62.rtf,,Code/Data/GetData/Food_Poisoning/race_Foodpoi_62.rtf,yes,76837,skip,
Food_Poisoning,race_Foodpoi_63.rtf,http://doe1.moph.go.th/surdata/y63/race_Foodpoi_63.rtf,,Code/Data/GetData/Food_Poisoning/race_Foodpoi_63.rtf,yes,76804,skip,
Food_Poisoning,race_Foodpoi_64.rtf,http://doe1.moph.go.th/surdata/y64/race_Foodpoi_64.rtf,,Code/Data/GetData/Food_Poisoning/race_Foodpoi_64.rtf,yes,76728,skip,
Food_Poisoning,race_Foodpoi_65.rtf,http://doe1.moph.go.th/surdata/y65/race_Foodpoi_65.rtf,,Code/Data/GetData/Food_Poisoning/race_Foodpoi_65.rtf,yes,76781,skip,
Food_Poisoning,race_Foodpoi_66.rtf,http://doe1.moph.go.th/surdata/y66/race_Foodpoi_66.rtf,,Code/Data/GetData/Food_Poisoning/race_Foodpoi_66.rtf,yes,76823,skip,
Food_Poisoning,race_Foodpoi_67.rtf,http://doe1.moph.go.th/surdata/y67/race_Foodpoi_67.rtf,,Code/Data/GetData/Food_Poisoning/race_Foodpoi_67.rtf,yes,76912,skip,
Food_Poisoning,c_occ_Foodpoi_49.rtf,http://doe1.moph.go.th/surdata/y49/c_occ_Foodpoi_49.rtf,,Code/Data/GetData/Food_Poisoning/c_occ_Foodpoi_49.rtf,yes,80499,skip,
Food_Poisoning,c_occ_Foodpoi_50.rtf,http://doe1.moph.go.th/surdata/y50/c_occ_Foodpoi_50.rtf,,Code/Data/GetData/Food_Poisoning/c_occ_Foodpoi_50.rtf,yes,80477,skip,
Food_Poisoning,c_occ_Foodpoi_51.rtf,http://doe1.moph.go.th/surdata/y51/c_occ_Foodpoi_51.rtf,,Code/Data/GetData/Food_Poisoning/c_occ_Foodpoi_51.rtf,yes,79660,skip,
Food_Poisoning,c_occ_Foodpoi_52.rtf,http://doe1.moph.go.th/surdata/y52/c_occ_Foodpoi_52.rtf,,Code/Data/GetData/Food_Poisoning/c_occ_Foodpoi_52.rtf,yes,79754,skip,
Food_Poisoning,c_occ_Foodpoi_53.rtf,http://doe1.moph.go.th/surdata/y53/c_occ_Foodpoi_53.rtf,,Code/Data/GetData/Food_Poisoning/c_occ_Foodpoi_53.rtf,yes,79725,skip,
Food_Poisoning,c_occ_Foodpoi_54.rtf,http://doe1.moph.go.th/surdata/y54/c_occ_Foodpoi_54.rtf,,Code/Data/GetData/Food_Poisoning/c_occ_Foodpoi_54.rtf,yes,80406,skip,
Food_Poisoning,c_occ_Foodpoi_55.rtf,http://doe1.moph.go.th/surdata/y55/c_occ_Foodpoi_55.rtf,,Code/Data/GetData/Food_Poisoning/c_occ_Foodpoi_55.rtf,yes,80499,skip,
Food_Poisoning,c_occ_Foodpoi_56.rtf,http://doe1.moph.go.th/surdata/y56/c_occ_Foodpoi_56.rtf,,Code/Data/GetData/Food_Poisoning/c_occ_Foodpoi_56.rtf,yes,80507,skip,
Food_Poisoning,c_occ_Foodpoi_57.rtf,http://doe1.moph.go.th/surdata/y57/c_occ_Foodpoi_57.rtf,,Code/Data/GetData/Food_Poisoning/c_occ_Foodpoi_57.rtf,yes,76622,skip,
Food_Poisoning,c_occ_Foodpoi_58.rtf,http://doe1.moph.go.th/surdata/y58/c_occ_Foodpoi_58.rtf,,Code/Data/GetData/Food_Poisoning/c_occ_Foodpoi_58.rtf,yes,72775,skip,
Food_Poisoning,c_occ_Foodpoi_59.rtf,http://doe1.moph.go.th/surdata/y59/c_occ_Foodpoi_59.rtf,,Code/Data/GetData/Food_Poisoning/c_occ_Foodpoi_59.rtf,yes,73563,skip,
Food_Poisoning,c_occ_Foodpoi_60.rtf,http://doe1.moph.go.th/surdata/y60/c_occ_Foodpoi_60.rtf,,Code/Data/GetData/Food_Poisoning/c_occ_Foodpoi_60.rtf,yes,73508,skip,
Food_Poisoning,c_occ_Foodpoi_61.rtf,http://doe1.moph.go.th/surdata/y61/c_occ_Foodpoi_61.rtf,,Code/Data/GetData/Food_Poisoning/c_occ_Foodpoi_61.rtf,yes,73540,skip,
Food_Poisoning,c_occ_Foodpoi_62.rtf,http://doe1.moph.go.th/surdata/y62/c_occ_Foodpoi_62.rtf,,Code/Data/GetData/Food_Poisoning/c_occ_Foodpoi_62.rtf,yes,73493,skip,
Food_Poisoning,c_occ_Foodpoi_63.rtf,http://doe1.moph.go.th/surdata/y63/c_occ_Foodpoi_63.rtf,,Code/Data/GetData/Food_Poisoning/c_occ_Foodpoi_63.rtf,yes,73403,skip,
Food_Poisoning,c_occ_Foodpoi_64.rtf,http://doe1.moph.go.th/surdata/y64/c_occ_Foodpoi_64.rtf,,Code/Data/GetData/Food_Poisoning/c_occ_Foodpoi_64.rtf,yes,73262,skip,
Food_Poisoning,c_occ_Foodpoi_65.rtf,http://doe1.moph.go.th/surdata/y65/c_occ_Foodpoi_65.rtf,,Code/Data/GetData/Food_Poisoning/c_occ_Foodpoi_65.rtf,yes,73347,skip,
Food_Poisoning,c_occ_Foodpoi_66.rtf,http://doe1.moph.go.th/surdata/y66/c_occ_Foodpoi_66.rtf,,Code/Data/GetData/Food_Poisoning/c_occ_Foodpoi_66.rtf,yes,73450,skip,
Food_Poisoning,c_occ_Foodpoi_67.rtf,http://doe1.moph.go.th/surdata/y67/c_occ_Foodpoi_67.rtf,,Code/Data/GetData/Food_Poisoning/c_occ_Foodpoi_67.rtf,yes,73633,skip,
Food_Poisoning,d_occ_Foodpoi_49.rtf,http://doe1.moph.go.th/surdata/y49/d_occ_Foodpoi_49.rtf,,Code/Data/GetData/Food_Poisoning/d_occ_Foodpoi_49.rtf,yes,79074,skip,
Food_Poisoning,d_occ_Foodpoi_50.rtf,http://doe1.moph.go.th/surdata/y50/d_occ_Foodpoi_50.rtf,,Code/Data/GetData/Food_Poisoning/d_occ_Foodpoi_50.rtf,yes,78957,skip,
Food_Poisoning,d_occ_Foodpoi_51.rtf,http://doe1.moph.go.th/surdata/y51/d_occ_Foodpoi_51.rtf,,Code/Data/GetData/Food_Poisoning/d_occ_Foodpoi_51.rtf,yes,78190,skip,
Food_Poisoning,d_occ_Foodpoi_52.rtf,http://doe1.moph.go.th/surdata/y52/d_occ_Foodpoi_52.rtf,,Code/Data/GetData/Food_Poisoning/d_occ_Foodpoi_52.rtf,yes,78307,skip,
Food_Poisoning,d_occ_Foodpoi_53.rtf,http://doe1.moph.go.th/surdata/y53/d_occ_Foodpoi_53.rtf,,Code/Data/GetData/Food_Poisoning/d_occ_Foodpoi_53.rtf,yes,78307,skip,
Food_Poisoning,d_occ_Foodpoi_54.rtf,http://doe1.moph.go.th/surdata/y54/d_occ_Foodpoi_54.rtf,,Code/Data/GetData/Food_Poisoning/d_occ_Foodpoi_54.rtf,yes,79000,skip,
Food_Poisoning,d_occ_Foodpoi_55.rtf,http://doe1.moph.go.th/surdata/y55/d_occ_Foodpoi_55.rtf,,Code/Data/GetData/Food_Poisoning/d_occ_Foodpoi_55.rtf,yes,78999,skip,
Food_Poisoning,d_occ_Foodpoi_56.rtf,http://doe1.moph.go.th/surdata/y56/d_occ_Foodpoi_56.rtf,,Code/Data/GetData/Food_Poisoning/d_occ_Foodpoi_56.rtf,yes,78999,skip,
Food_Poisoning,d_occ_Foodpoi_57.rtf,http://doe1.moph.go.th/surdata/y57/d_occ_Foodpoi_57.rtf,,Code/Data/GetData/Food_Poisoning/d_occ_Foodpoi_57.rtf,yes,75314,skip,
Food_Poisoning,d_occ_Foodpoi_58.rtf,http://doe1.moph.go.th/surdata/y58/d_occ_Foodpoi_58.rtf,,Code/Data/GetData/Food_Poisoning/d_occ_Foodpoi_58.rtf,yes,71463,skip,
Food_Poisoning,d_occ_Foodpoi_59.rtf,http://doe1.moph.go.th/surdata/y59/d_occ_Foodpoi_59.rtf,,Code/Data/GetData/Food_Poisoning/d_occ_Foodpoi_59.rtf,yes,72226,skip,
Food_Poisoning,d_occ_Foodpoi_60.rtf,http://doe1.moph.go.th/surdata/y60/d_occ_Foodpoi_60.rtf,,Code/Data/GetData/Food_Poisoning/d_occ_Foodpoi_60.rtf,yes,72226,skip,
Food_Poisoning,d_occ_Foodpoi_61.rtf,http://doe1.moph.go.th/surdata/y61/d_occ_Foodpoi_61.rtf,,Code/Data/GetData/Food_Poisoning/d_occ_Foodpoi_61.rtf,yes,72227,skip,
Food_Poisoning,d_occ_Foodpoi_62.rtf,http://doe1.moph.go.th/surdata/y62/d_occ_Foodpoi_62.rtf,,Code/Data/GetData/Food_Poisoning/d_occ_Foodpoi_62.rtf,yes,72227,skip,
Food_Poisoning,d_occ_Foodpoi_63.rtf,http://doe1.moph.go.th/surdata/y63/d_occ_Foodpoi_63.rtf,,Code/Data/GetData/Food_Poisoning/d_occ_Foodpoi_63.rtf,yes,72227,skip,
Food_Poisoning,d_occ_Foodpoi_64.rtf,http://doe1.moph.go.th/surdata/y64/d_occ_Foodpoi_64.rtf,,Code/Data/GetData/Food_Poisoning/d_occ_Foodpoi_64.rtf,yes,72277,skip,
Food_Poisoning,d_occ_Foodpoi_65.rtf,http://doe1.moph.go.th/surdata/y65/d_occ_Foodpoi_65.rtf,,Code/Data/GetData/Food_Poisoning/d_occ_Foodpoi_65.rtf,yes,72277,skip,
Food_Poisoning,d_occ_Foodpoi_66.rtf,http://doe1.moph.go.th/surdata/y66/d_occ_Foodpoi_66.rtf,,Code/Data/GetData/Food_Poisoning/d_occ_Foodpoi_66.rtf,yes,72276,skip,
Food_Poisoning,d_occ_Foodpoi_67.rtf,http://doe1.moph.go.th/surdata/y67/d_occ_Foodpoi_67.rtf,,Code/Data/GetData/Food_Poisoning/d_occ_Foodpoi_67.rtf,yes,72278,skip,
Food_Poisoning,d03_5067.pdf,http://doe1.moph.go.th/surdata/506wk/y67/d03_5067.pdf,,Code/Data/GetData/Food_Poisoning/d03_5067.pdf,no,,download,success
Food_Poisoning,d03_5366.pdf,http://doe1.moph.go.th/surdata/506wk/y66/d03_5366.pdf,,Code/Data/GetData/Food_Poisoning/d03_5366.pdf,no,,download,success
Food_Poisoning,mcd_Foodpoi_68.rtf,http://doe1.moph.go.th/surdata/y68/mcd_Foodpoi_68.rtf,,Code/Data/GetData/Food_Poisoning/mcd_Foodpoi_68.rtf,no,,download,HTTP 404
Food_Poisoning,rate_Foodpoi_68.rtf,http://doe1.moph.go.th/surdata/y68/rate_Foodpoi_68.rtf,,Code/Data/GetData/Food_Poisoning/rate_Foodpoi_68.rtf,no,,download,HTTP 404
Food_Poisoning,ac_Foodpoi_68.rtf,http://doe1.moph.go.th/surdata/y68/ac_Foodpoi_68.rtf,,Code/Data/GetData/Food_Poisoning/ac_Foodpoi_68.rtf,no,,download,HTTP 404
Food_Poisoning,ad_Foodpoi_68.rtf,http://doe1.moph.go.th/surdata/y68/ad_Foodpoi_68.rtf,,Code/Data/GetData/Food_Poisoning/ad_Foodpoi_68.rtf,no,,download,HTTP 404
Food_Poisoning,race_Foodpoi_68.rtf,http://doe1.moph.go.th/surdata/y68/race_Foodpoi_68.rtf,,Code/Data/GetData/Food_Poisoning/race_Foodpoi_68.rtf,no,,download,HTTP 404
Food_Poisoning,c_occ_Foodpoi_68.rtf,http://doe1.moph.go.th/surdata/y68/c_occ_Foodpoi_68.rtf,,Code/Data/GetData/Food_Poisoning/c_occ_Foodpoi_68.rtf,no,,download,HTTP 404
